Date,2-Year,5-Year,10-Year,30-Year,,Date,2-Year,5-Year,10-Year,30-Year
10/08/2016,109.5,121.8,132.1,173.16,,10/08/2016,109.5,121.8,132.1,173.16
11/08/2016,109.3,121.4,132.1,171.56,,11/08/2016,109.3,121.4,132.1,171.56
12/08/2016,109.4,121.7,132.3,171.66,,12/08/2016,109.4,121.7,132.3,171.66
15/08/2016,109.4,121.6,132.7,172.72,,15/08/2016,109.4,121.6,132.7,172.72
16/08/2016,109.3,121.4,132.1,173.47,,16/08/2016,109.3,121.4,132.1,173.47
17/08/2016,109.3,121.4,132.5,171.78,,17/08/2016,109.3,121.4,132.5,171.78
18/08/2016,109.4,121.6,132.3,172.97,,18/08/2016,109.4,121.6,132.3,172.97
19/08/2016,109.3,121.4,132,171.75,,19/08/2016,109.3,121.4,132,171.75
22/08/2016,109.3,121.5,132.1,171.09,,22/08/2016,109.3,121.5,132.1,171.09
23/08/2016,109.3,121.5,132.4,171.59,,23/08/2016,109.3,121.5,132.4,171.59
24/08/2016,109.3,121.5,132,171.91,,24/08/2016,109.3,121.5,132,171.91
25/08/2016,109.3,121.4,132.3,171.09,,25/08/2016,109.3,121.4,132.3,171.09
26/08/2016,109.1,120.9,132.2,172.38,,26/08/2016,109.1,120.9,132.2,172.38
29/08/2016,109.2,121.3,132.2,172.44,,29/08/2016,109.2,121.3,132.2,172.44
30/08/2016,109.2,121.2,132.1,172.25,,30/08/2016,109.2,121.2,132.1,172.25
31/08/2016,109.3,121.2,131.4,171.72,,31/08/2016,109.3,121.2,131.4,171.72
01/09/2016,109.3,121.3,132,170.31,,01/09/2016,109.3,121.3,132,170.31
02/09/2016,109.3,121.3,131.9,172.09,,02/09/2016,109.3,121.3,131.9,172.09
04/09/2016,109.3,121.2,131.9,171.78,,04/09/2016,109.3,121.2,131.9,171.78
05/09/2016,109.3,121.2,131.9,171.84,,05/09/2016,109.3,121.2,131.9,171.84
06/09/2016,109.4,121.6,131.7,171.94,,06/09/2016,109.4,121.6,131.7,171.94
07/09/2016,109.3,121.6,130.7,170.97,,07/09/2016,109.3,121.6,130.7,170.97
08/09/2016,109.3,121.2,130.7,169.3,,08/09/2016,109.3,121.2,130.7,169.3
09/09/2016,109.2,121.1,132.3,169.17,,09/09/2016,109.2,121.1,132.3,169.17
12/09/2016,109.3,121.2,132.3,172.12,,12/09/2016,109.3,121.2,132.3,172.12
13/09/2016,109.2,121,131.7,172.19,,13/09/2016,109.2,121,131.7,172.19
14/09/2016,109.3,121.3,131.3,169.91,,14/09/2016,109.3,121.3,131.3,169.91
15/09/2016,109.3,121.3,131.5,168.38,,15/09/2016,109.3,121.3,131.5,168.38
16/09/2016,109.3,121.2,131,168.34,,16/09/2016,109.3,121.2,131,168.34
19/09/2016,109.3,121.2,131.4,166.81,,19/09/2016,109.3,121.2,131.4,166.81
20/09/2016,109.3,121.2,131.5,167.41,,20/09/2016,109.3,121.2,131.5,167.41
21/09/2016,109.2,121.2,131.4,166.94,,21/09/2016,109.2,121.2,131.4,166.94
22/09/2016,109.3,121.3,131.4,167.19,,22/09/2016,109.3,121.3,131.4,167.19
23/09/2016,109.3,121.5,131.5,167.25,,23/09/2016,109.3,121.5,131.5,167.25
26/09/2016,109.4,121.6,131.4,167.53,,26/09/2016,109.4,121.6,131.4,167.53
27/09/2016,109.4,121.7,130.9,167.34,,27/09/2016,109.4,121.7,130.9,167.34
28/09/2016,109.4,121.7,131,167.5,,28/09/2016,109.4,121.7,131,167.5
29/09/2016,109.4,121.7,131.3,167.81,,29/09/2016,109.4,121.7,131.3,167.81
30/09/2016,109.3,121.5,131.5,168.25,,30/09/2016,109.3,121.5,131.5,168.25
03/10/2016,109.2,121.3,131.4,169.44,,03/10/2016,109.2,121.3,131.4,169.44
04/10/2016,109.1,121.1,131.6,169.25,,04/10/2016,109.1,121.1,131.6,169.25
05/10/2016,109.1,121,131.1,169.62,,05/10/2016,109.1,121,131.1,169.62
06/10/2016,109,120.8,131,168.16,,06/10/2016,109,120.8,131,168.16
07/10/2016,109,120.9,130.5,168.06,,07/10/2016,109,120.9,130.5,168.06
10/10/2016,109,120.7,130.2,166.44,,10/10/2016,109,120.7,130.2,166.44
11/10/2016,109,120.7,130,165.72,,11/10/2016,109,120.7,130,165.72
12/10/2016,109,120.7,130.1,165.06,,12/10/2016,109,120.7,130.1,165.06
13/10/2016,109,120.9,129.8,164.91,,13/10/2016,109,120.9,129.8,164.91
14/10/2016,109,120.8,129.9,164.16,,14/10/2016,109,120.8,129.9,164.16
17/10/2016,109.1,121,129.8,164.34,,17/10/2016,109.1,121,129.8,164.34
18/10/2016,109.1,121.1,130.2,164.09,,18/10/2016,109.1,121.1,130.2,164.09
19/10/2016,109.1,121.1,129.9,164.97,,19/10/2016,109.1,121.1,129.9,164.97
20/10/2016,109.1,121,130.1,163.22,,20/10/2016,109.1,121,130.1,163.22
21/10/2016,109.1,121.1,130.3,163.94,,21/10/2016,109.1,121.1,130.3,163.94
24/10/2016,109.1,121,130.3,164.28,,24/10/2016,109.1,121,130.3,164.28
25/10/2016,109.1,121,130.3,164.22,,25/10/2016,109.1,121,130.3,164.22
26/10/2016,109,120.8,130.3,164.66,,26/10/2016,109,120.8,130.3,164.66
27/10/2016,109,120.6,130.2,164.81,,27/10/2016,109,120.6,130.2,164.81
28/10/2016,109.1,120.7,130.2,164.31,,28/10/2016,109.1,120.7,130.2,164.31
31/10/2016,109.1,120.8,129.9,164.69,,31/10/2016,109.1,120.8,129.9,164.69
01/11/2016,109.1,120.9,129.5,163.94,,01/11/2016,109.1,120.9,129.5,163.94
02/11/2016,109.1,121.1,129.6,162.44,,02/11/2016,109.1,121.1,129.6,162.44
03/11/2016,109.2,121.1,129.6,162.19,,03/11/2016,109.2,121.1,129.6,162.19
04/11/2016,109.2,121.2,129.8,162.72,,04/11/2016,109.2,121.2,129.8,162.72
07/11/2016,109.2,120.9,130,163.06,,07/11/2016,109.2,120.9,130,163.06
08/11/2016,109.1,120.7,130,163.25,,08/11/2016,109.1,120.7,130,163.25
09/11/2016,109,120,130.3,162.72,,09/11/2016,109,120,130.3,162.72
10/11/2016,109,119.8,129.8,163.34,,10/11/2016,109,119.8,129.8,163.34
11/11/2016,108.9,119.5,129.5,162.59,,11/11/2016,108.9,119.5,129.5,162.59
14/11/2016,108.8,119.2,128,162.09,,14/11/2016,108.8,119.2,128,162.09
15/11/2016,108.8,119,127.6,156.97,,15/11/2016,108.8,119,127.6,156.97
16/11/2016,108.8,119,127.2,156.22,,16/11/2016,108.8,119,127.2,156.22
17/11/2016,108.8,118.8,126.7,155.16,,17/11/2016,108.8,118.8,126.7,155.16
18/11/2016,108.7,118.6,126.4,154.41,,18/11/2016,108.7,118.6,126.4,154.41
21/11/2016,108.7,118.5,126.5,154.28,,21/11/2016,108.7,118.5,126.5,154.28
22/11/2016,108.7,118.6,126.1,155.03,,22/11/2016,108.7,118.6,126.1,155.03
23/11/2016,108.6,118.3,125.6,153.78,,23/11/2016,108.6,118.3,125.6,153.78
24/11/2016,108.6,118.2,125.6,153.16,,24/11/2016,108.6,118.2,125.6,153.16
25/11/2016,108.6,118.3,125.7,153.19,,25/11/2016,108.6,118.3,125.7,153.19
28/11/2016,108.7,118.5,125.4,153.25,,28/11/2016,108.7,118.5,125.4,153.25
29/11/2016,108.7,118.6,125.1,152.91,,29/11/2016,108.7,118.6,125.1,152.91
30/11/2016,108.7,118.4,125.2,152.55,,30/11/2016,108.7,118.4,125.2,152.55
01/12/2016,108.6,118.1,125.6,152.81,,01/12/2016,108.6,118.1,125.6,152.81
02/12/2016,108.7,118.5,125.8,153.69,,02/12/2016,108.7,118.5,125.8,153.69
05/12/2016,108.7,118.4,125.2,154.12,,05/12/2016,108.7,118.4,125.2,154.12
06/12/2016,108.7,118.4,124.7,152.66,,06/12/2016,108.7,118.4,124.7,152.66
07/12/2016,108.7,118.6,125.2,150.88,,07/12/2016,108.7,118.6,125.2,150.88
08/12/2016,108.7,118.6,125.2,151.88,,08/12/2016,108.7,118.6,125.2,151.88
09/12/2016,108.7,118.3,125.2,152.12,,09/12/2016,108.7,118.3,125.2,152.12
12/12/2016,108.7,118.3,125.6,151.66,,12/12/2016,108.7,118.3,125.6,151.66
13/12/2016,108.6,118.2,125.3,152.56,,13/12/2016,108.6,118.2,125.3,152.56
14/12/2016,108.5,117.8,124.8,151.34,,14/12/2016,108.5,117.8,124.8,151.34
15/12/2016,108.5,117.4,124.8,149.88,,15/12/2016,108.5,117.4,124.8,149.88
16/12/2016,108.4,117.5,124.7,150,,16/12/2016,108.4,117.5,124.7,150
19/12/2016,108.5,117.7,124.2,150.22,,19/12/2016,108.5,117.7,124.2,150.22
20/12/2016,108.5,117.6,123.7,149.84,,20/12/2016,108.5,117.6,123.7,149.84
21/12/2016,108.5,117.7,123.6,149.94,,21/12/2016,108.5,117.7,123.6,149.94
22/12/2016,108.5,117,124,149.03,,22/12/2016,108.5,117,124,149.03
23/12/2016,108.5,117.7,123.9,150.31,,23/12/2016,108.5,117.7,123.9,150.31
26/12/2016,108.4,117.1,123.3,149.88,,26/12/2016,108.4,117.1,123.3,149.88
27/12/2016,108.5,117.6,123.3,148.94,,27/12/2016,108.5,117.6,123.3,148.94
28/12/2016,108.6,117.9,123.4,148.81,,28/12/2016,108.6,117.9,123.4,148.81
29/12/2016,108.7,118.1,123.3,149.12,,29/12/2016,108.7,118.1,123.3,149.12
30/12/2016,108.7,118.3,123.2,148.89,,30/12/2016,108.7,118.3,123.2,148.89
02/01/2017,108.5,117.5,123.6,148.56,,02/01/2017,108.5,117.5,123.6,148.56
03/01/2017,108.3,117.6,123.9,149.72,,03/01/2017,108.3,117.6,123.9,149.72
04/01/2017,108.3,117.5,124.3,149.91,,04/01/2017,108.3,117.5,124.3,149.91
05/01/2017,108.4,118,124,150.66,,05/01/2017,108.4,118,124,150.66
06/01/2017,108.3,117.6,124.1,150.2,,06/01/2017,108.3,117.6,124.1,150.2
09/01/2017,108.4,117.9,124.1,150.56,,09/01/2017,108.4,117.9,124.1,150.56
10/01/2017,108.4,117.9,124.8,150.69,,10/01/2017,108.4,117.9,124.8,150.69
11/01/2017,108.4,117.9,124.4,152.5,,11/01/2017,108.4,117.9,124.4,152.5
12/01/2017,108.4,117.9,124.8,151.78,,12/01/2017,108.4,117.9,124.8,151.78
13/01/2017,108.3,117.8,124.8,152.72,,13/01/2017,108.3,117.8,124.8,152.72
15/01/2017,108.5,117.9,124.8,152.53,,15/01/2017,108.5,117.9,124.8,152.53
16/01/2017,108.5,117.9,124.9,152.81,,16/01/2017,108.5,117.9,124.9,152.81
17/01/2017,108.4,118.2,124.8,152.59,,17/01/2017,108.4,118.2,124.8,152.59
18/01/2017,108.4,117.9,124.8,152.28,,18/01/2017,108.4,117.9,124.8,152.28
19/01/2017,108.3,117.6,124.8,152.49,,19/01/2017,108.3,117.6,124.8,152.49
20/01/2017,108.4,117.7,125.2,152.33,,20/01/2017,108.4,117.7,125.2,152.33
23/01/2017,108.5,118,124.7,153.31,,23/01/2017,108.5,118,124.7,153.31
24/01/2017,108.4,117.7,124.2,152.03,,24/01/2017,108.4,117.7,124.2,152.03
25/01/2017,108.3,117.5,124.2,151.06,,25/01/2017,108.3,117.5,124.2,151.06
26/01/2017,108.4,117.6,124.8,150.78,,26/01/2017,108.4,117.6,124.8,150.78
27/01/2017,108.4,117.7,124.2,152,,27/01/2017,108.4,117.7,124.2,152
30/01/2017,108.4,117.8,123.8,150.59,,30/01/2017,108.4,117.8,123.8,150.59
31/01/2017,108.4,117.9,124,149.47,,31/01/2017,108.4,117.9,124,149.47
01/02/2017,108.4,117.8,124.2,149.78,,01/02/2017,108.4,117.8,124.2,149.78
02/02/2017,108.4,117.8,124.2,150.38,,02/02/2017,108.4,117.8,124.2,150.38
03/02/2017,108.4,117.8,124.5,150.25,,03/02/2017,108.4,117.8,124.5,150.25
06/02/2017,108.5,118.2,124.3,150.84,,06/02/2017,108.5,118.2,124.3,150.84
07/02/2017,108.5,118.2,124.4,150.44,,07/02/2017,108.5,118.2,124.4,150.44
08/02/2017,108.5,118.3,124.3,150.56,,08/02/2017,108.5,118.3,124.3,150.56
09/02/2017,108.5,118.1,124.9,150.03,,09/02/2017,108.5,118.1,124.9,150.03
10/02/2017,108.4,118,125.1,151.53,,10/02/2017,108.4,118,125.1,151.53
13/02/2017,108.4,117.9,125.4,152.19,,13/02/2017,108.4,117.9,125.4,152.19
14/02/2017,108.3,117.6,124.9,153.28,,14/02/2017,108.3,117.6,124.9,153.28
15/02/2017,108.3,117.5,124.8,152.19,,15/02/2017,108.3,117.5,124.8,152.19
16/02/2017,108.4,117.8,124.6,151.91,,16/02/2017,108.4,117.8,124.6,151.91
17/02/2017,108.4,117.9,124.2,151.38,,17/02/2017,108.4,117.9,124.2,151.38
19/02/2017,108.5,117.9,124,150.62,,19/02/2017,108.5,117.9,124,150.62
20/02/2017,108.5,117.9,124.5,149.94,,20/02/2017,108.5,117.9,124.5,149.94
21/02/2017,108.4,117.9,124.7,150.81,,21/02/2017,108.4,117.9,124.7,150.81
22/02/2017,108.5,117.9,124.7,151.25,,22/02/2017,108.5,117.9,124.7,151.25
23/02/2017,108.5,118.1,124.6,151.39,,23/02/2017,108.5,118.1,124.6,151.39
24/02/2017,108.6,118.5,124.7,151.11,,24/02/2017,108.6,118.5,124.7,151.11
27/02/2017,108.5,118.2,124.8,151.31,,27/02/2017,108.5,118.2,124.8,151.31
28/02/2017,108.5,118.1,125.1,151.38,,28/02/2017,108.5,118.1,125.1,151.38
01/03/2017,108.4,117.5,125.6,151.81,,01/03/2017,108.4,117.5,125.6,151.81
02/03/2017,108.3,117.3,125.1,153.22,,02/03/2017,108.3,117.3,125.1,153.22
03/03/2017,108.3,117.4,125.1,152.62,,03/03/2017,108.3,117.4,125.1,152.62
06/03/2017,108.3,117.4,124.3,152.94,,06/03/2017,108.3,117.4,124.3,152.94
07/03/2017,108.3,117.3,124.1,150.69,,07/03/2017,108.3,117.3,124.1,150.69
08/03/2017,108.2,117.2,124.2,150.34,,08/03/2017,108.2,117.2,124.2,150.34
09/03/2017,108.2,117,124.2,150.5,,09/03/2017,108.2,117,124.2,150.5
10/03/2017,108.3,117.1,124.1,150.31,,10/03/2017,108.3,117.1,124.1,150.31
13/03/2017,108.2,117,123.8,150.09,,13/03/2017,108.2,117,123.8,150.09
14/03/2017,108.2,117.1,123.5,149.16,,14/03/2017,108.2,117.1,123.5,149.16
15/03/2017,108.4,117.6,123.7,148.06,,15/03/2017,108.4,117.6,123.7,148.06
16/03/2017,108.3,117.5,123.5,148.06,,16/03/2017,108.3,117.5,123.5,148.06
17/03/2017,108.3,117.6,123.6,147.62,,17/03/2017,108.3,117.6,123.6,147.62
20/03/2017,108.4,117.7,124.4,148.12,,20/03/2017,108.4,117.7,124.4,148.12
21/03/2017,108.4,117.8,124.2,149.62,,21/03/2017,108.4,117.8,124.2,149.62
22/03/2017,108.5,118,124.4,149.25,,22/03/2017,108.5,118,124.4,149.25
23/03/2017,108.5,118,124.7,149.75,,23/03/2017,108.5,118,124.7,149.75
24/03/2017,108.5,118,124.9,150.34,,24/03/2017,108.5,118,124.9,150.34
27/03/2017,108.5,118.1,125.1,151.28,,27/03/2017,108.5,118.1,125.1,151.28
28/03/2017,108.4,117.5,124.4,151.97,,28/03/2017,108.4,117.5,124.4,151.97
29/03/2017,108.5,118.1,124.5,150.53,,29/03/2017,108.5,118.1,124.5,150.53
30/03/2017,108.4,118,124.7,151.09,,30/03/2017,108.4,118,124.7,151.09
31/03/2017,108.5,118.1,124.4,151.47,,31/03/2017,108.5,118.1,124.4,151.47
03/04/2017,108.3,118,124.6,150.78,,03/04/2017,108.3,118,124.6,150.78
04/04/2017,108.3,118,124.3,151.22,,04/04/2017,108.3,118,124.3,151.22
05/04/2017,108.3,118,124.6,150.53,,05/04/2017,108.3,118,124.6,150.53
06/04/2017,108.3,118.1,125,150.84,,06/04/2017,108.3,118.1,125,150.84
07/04/2017,108.2,117.8,125,151.75,,07/04/2017,108.2,117.8,125,151.75
10/04/2017,108.2,117.9,125.1,151.66,,10/04/2017,108.2,117.9,125.1,151.66
11/04/2017,108.3,118.3,125.1,151.5,,11/04/2017,108.3,118.3,125.1,151.5
12/04/2017,108.3,118.3,124.8,151.72,,12/04/2017,108.3,118.3,124.8,151.72
13/04/2017,108.4,118.6,124.9,151.5,,13/04/2017,108.4,118.6,124.9,151.5
17/04/2017,108.4,118.6,125.5,151.78,,17/04/2017,108.4,118.6,125.5,151.78
18/04/2017,108.5,118.9,125.5,152.97,,18/04/2017,108.5,118.9,125.5,152.97
19/04/2017,108.5,118.8,126.1,153,,19/04/2017,108.5,118.8,126.1,153
20/04/2017,108.4,118.6,125.9,154,,20/04/2017,108.4,118.6,125.9,154
21/04/2017,108.4,118.7,126.5,153.47,,21/04/2017,108.4,118.7,126.5,153.47
24/04/2017,108.3,118.5,126.3,155.16,,24/04/2017,108.3,118.5,126.3,155.16
25/04/2017,108.3,118.2,126,154.75,,25/04/2017,108.3,118.2,126,154.75
26/04/2017,108.3,118.3,126.1,154.16,,26/04/2017,108.3,118.3,126.1,154.16
27/04/2017,108.3,118.4,125.8,154.16,,27/04/2017,108.3,118.4,125.8,154.16
28/04/2017,108.3,118.4,125.4,153.44,,28/04/2017,108.3,118.4,125.4,153.44
01/05/2017,108.3,118.3,125.6,152.41,,01/05/2017,108.3,118.3,125.6,152.41
02/05/2017,108.3,118.4,125.6,152.66,,02/05/2017,108.3,118.4,125.6,152.66
03/05/2017,108.3,118.3,125.7,152.72,,03/05/2017,108.3,118.3,125.7,152.72
04/05/2017,108.2,118.1,125.5,152.97,,04/05/2017,108.2,118.1,125.5,152.97
05/05/2017,108.2,118.1,125.7,152,,05/05/2017,108.2,118.1,125.7,152
08/05/2017,108.2,118,125.6,152.75,,08/05/2017,108.2,118,125.6,152.75
09/05/2017,108.2,117.9,125.2,152.81,,09/05/2017,108.2,117.9,125.2,152.81
10/05/2017,108.2,117.9,125.2,151.72,,10/05/2017,108.2,117.9,125.2,151.72
11/05/2017,108.2,117.9,125.1,151.81,,11/05/2017,108.2,117.9,125.1,151.81
12/05/2017,108.3,118.3,124.8,151.31,,12/05/2017,108.3,118.3,124.8,151.31
15/05/2017,108.3,118.3,124.8,150.75,,15/05/2017,108.3,118.3,124.8,150.75
16/05/2017,108.3,118.3,124.9,150.53,,16/05/2017,108.3,118.3,124.9,150.53
17/05/2017,108.4,118.8,125.5,150.62,,17/05/2017,108.4,118.8,125.5,150.62
18/05/2017,108.4,118.7,125.5,151.44,,18/05/2017,108.4,118.7,125.5,151.44
19/05/2017,108.3,118.7,125.6,151.28,,19/05/2017,108.3,118.7,125.6,151.28
22/05/2017,108.3,118.6,126.4,151.59,,22/05/2017,108.3,118.6,126.4,151.59
23/05/2017,108.3,118.5,126.3,153.78,,23/05/2017,108.3,118.5,126.3,153.78
24/05/2017,108.3,118.6,126.2,153.81,,24/05/2017,108.3,118.6,126.2,153.81
25/05/2017,108.3,118.6,126.1,153.84,,25/05/2017,108.3,118.6,126.1,153.84
26/05/2017,108.3,118.6,125.9,153.78,,26/05/2017,108.3,118.6,125.9,153.78
28/05/2017,108.4,118.1,126.1,153.28,,28/05/2017,108.4,118.1,126.1,153.28
29/05/2017,108.4,118.1,126.2,153.53,,29/05/2017,108.4,118.1,126.2,153.53
30/05/2017,108.3,118.8,126.2,153.84,,30/05/2017,108.3,118.8,126.2,153.84
31/05/2017,108.4,118.8,125.9,153.91,,31/05/2017,108.4,118.8,125.9,153.91
01/06/2017,108.3,118.7,125.9,152.83,,01/06/2017,108.3,118.7,125.9,152.83
02/06/2017,108.3,119,126.4,154.59,,02/06/2017,108.3,119,126.4,154.59
05/06/2017,108.3,118.9,126.6,155.12,,05/06/2017,108.3,118.9,126.6,155.12
06/06/2017,108.3,119,126.5,154.84,,06/06/2017,108.3,119,126.5,154.84
07/06/2017,108.3,118.9,126.9,156.16,,07/06/2017,108.3,118.9,126.9,156.16
08/06/2017,108.3,118.8,126.7,155.66,,08/06/2017,108.3,118.8,126.7,155.66
09/06/2017,108.3,118.7,127,156.28,,09/06/2017,108.3,118.7,127,156.28
12/06/2017,108.3,118.7,126.8,155.84,,12/06/2017,108.3,118.7,126.8,155.84
13/06/2017,108.3,118.7,126.7,155.56,,13/06/2017,108.3,118.7,126.7,155.56
14/06/2017,108.3,118.9,126.7,155.53,,14/06/2017,108.3,118.9,126.7,155.53
15/06/2017,108.3,118.8,126.6,155.28,,15/06/2017,108.3,118.8,126.6,155.28
16/06/2017,108.3,118.9,126.6,155.31,,16/06/2017,108.3,118.9,126.6,155.31
19/06/2017,108.2,118.7,127.1,156.91,,19/06/2017,108.2,118.7,127.1,156.91
20/06/2017,108.3,118.8,126.8,156.72,,20/06/2017,108.3,118.8,126.8,156.72
21/06/2017,108.3,118.8,126.9,156.88,,21/06/2017,108.3,118.8,126.9,156.88
22/06/2017,108.3,118.8,126.7,156.66,,22/06/2017,108.3,118.8,126.7,156.66
23/06/2017,108.3,118.8,126.9,157.62,,23/06/2017,108.3,118.8,126.9,157.62
26/06/2017,108.3,118.9,126.8,157.59,,26/06/2017,108.3,118.9,126.8,157.59
27/06/2017,108.3,118.6,126.7,156.47,,27/06/2017,108.3,118.6,126.7,156.47
28/06/2017,108.3,118.7,126.7,156.62,,28/06/2017,108.3,118.7,126.7,156.62
29/06/2017,108.3,118.5,126.8,156.91,,29/06/2017,108.3,118.5,126.8,156.91
30/06/2017,108.3,118.5,126.3,155.69,,30/06/2017,108.3,118.5,126.3,155.69
03/07/2017,108,117.6,126.2,155,,03/07/2017,108,117.6,126.2,155
04/07/2017,108.2,117.7,125.8,154.25,,04/07/2017,108.2,117.7,125.8,154.25
05/07/2017,108,117.6,125.5,153.69,,05/07/2017,108,117.6,125.5,153.69
06/07/2017,108,117.6,125.1,153.06,,06/07/2017,108,117.6,125.1,153.06
07/07/2017,108,117.5,125.2,153.24,,07/07/2017,108,117.5,125.2,153.24
10/07/2017,108,117.6,125.2,153.34,,10/07/2017,108,117.6,125.2,153.34
11/07/2017,108.1,117.7,125,152.28,,11/07/2017,108.1,117.7,125,152.28
12/07/2017,108.1,117.9,124.8,151.66,,12/07/2017,108.1,117.9,124.8,151.66
13/07/2017,108.1,117.8,125.1,152,,13/07/2017,108.1,117.8,125.1,152
14/07/2017,108.1,118,125.2,152.06,,14/07/2017,108.1,118,125.2,152.06
17/07/2017,108.1,118,125.5,152.78,,17/07/2017,108.1,118,125.5,152.78
18/07/2017,108.1,118.2,125.4,152.19,,18/07/2017,108.1,118.2,125.4,152.19
19/07/2017,108.1,118.1,125.7,152.62,,19/07/2017,108.1,118.1,125.7,152.62
20/07/2017,108.1,118.1,125.8,152.88,,20/07/2017,108.1,118.1,125.8,152.88
21/07/2017,108.2,118.3,126.1,153.84,,21/07/2017,108.2,118.3,126.1,153.84
24/07/2017,108.1,118.2,126.1,153.94,,24/07/2017,108.1,118.2,126.1,153.94
25/07/2017,108.1,117.9,126.1,154.06,,25/07/2017,108.1,117.9,126.1,154.06
26/07/2017,108.2,118.2,126.3,154.78,,26/07/2017,108.2,118.2,126.3,154.78
27/07/2017,108.2,118.1,126.2,154.25,,27/07/2017,108.2,118.1,126.2,154.25
28/07/2017,108.2,118.2,125.6,152.62,,28/07/2017,108.2,118.2,125.6,152.62
31/07/2017,108.2,118.2,126,153.16,,31/07/2017,108.2,118.2,126,153.16
01/08/2017,108.2,118.3,125.8,152.59,,01/08/2017,108.2,118.3,125.8,152.59
02/08/2017,108.2,118.2,126,153.19,,02/08/2017,108.2,118.2,126,153.19
03/08/2017,108.2,118.3,125.9,152.97,,03/08/2017,108.2,118.3,125.9,152.97
04/08/2017,108.2,118.2,126.2,154.03,,04/08/2017,108.2,118.2,126.2,154.03
07/08/2017,108.2,118.3,126.1,154.22,,07/08/2017,108.2,118.3,126.1,154.22
08/08/2017,108.2,118.2,126.4,155,,08/08/2017,108.2,118.2,126.4,155
09/08/2017,108.2,118.4,126.1,154.09,,09/08/2017,108.2,118.4,126.1,154.09
10/08/2017,108.2,118.4,126.2,154.31,,10/08/2017,108.2,118.4,126.2,154.31
11/08/2017,108.3,118.7,126,153.72,,11/08/2017,108.3,118.7,126,153.72
14/08/2017,108.2,118.5,126.3,154.72,,14/08/2017,108.2,118.5,126.3,154.72
15/08/2017,108.2,118.3,126.6,155.34,,15/08/2017,108.2,118.3,126.6,155.34
16/08/2017,108.2,118.5,126.8,155.47,,16/08/2017,108.2,118.5,126.8,155.47
17/08/2017,108.2,118.5,126.6,155.16,,17/08/2017,108.2,118.5,126.6,155.16
18/08/2017,108.2,118.5,126.2,154.41,,18/08/2017,108.2,118.5,126.2,154.41
21/08/2017,108.3,118.6,126.5,155.06,,21/08/2017,108.3,118.6,126.5,155.06
22/08/2017,108.2,118.5,126.7,155.69,,22/08/2017,108.2,118.5,126.7,155.69
23/08/2017,108.3,118.6,126.8,155.84,,23/08/2017,108.3,118.6,126.8,155.84
24/08/2017,108.2,118.5,126.8,156.16,,24/08/2017,108.2,118.5,126.8,156.16
25/08/2017,108.2,118.6,126.6,155.59,,25/08/2017,108.2,118.6,126.6,155.59
28/08/2017,108.2,118.7,126.9,156.5,,28/08/2017,108.2,118.7,126.9,156.5
29/08/2017,108.3,118.8,126.7,156.09,,29/08/2017,108.3,118.8,126.7,156.09
30/08/2017,108.3,118.7,126.9,156.53,,30/08/2017,108.3,118.7,126.9,156.53
31/08/2017,108.3,118.8,127,156.75,,31/08/2017,108.3,118.8,127,156.75
01/09/2017,108.2,118.7,127.2,156.94,,01/09/2017,108.2,118.7,127.2,156.94
03/09/2017,108.3,118.5,127.1,156.91,,03/09/2017,108.3,118.5,127.1,156.91
04/09/2017,108.3,118.4,127.3,157.38,,04/09/2017,108.3,118.4,127.3,157.38
05/09/2017,108.3,119.1,127,156.47,,05/09/2017,108.3,119.1,127,156.47
06/09/2017,108.3,118.9,126.8,155.45,,06/09/2017,108.3,118.9,126.8,155.45
07/09/2017,108.4,119.1,126.8,155.36,,07/09/2017,108.4,119.1,126.8,155.36
08/09/2017,108.4,119.1,127.7,158.28,,08/09/2017,108.4,119.1,127.7,158.28
11/09/2017,108.3,118.8,127.3,157.62,,11/09/2017,108.3,118.8,127.3,157.62
12/09/2017,108.3,118.7,127.8,158.66,,12/09/2017,108.3,118.7,127.8,158.66
13/09/2017,108.3,118.5,127.8,158.56,,13/09/2017,108.3,118.5,127.8,158.56
14/09/2017,108.2,118.5,127.3,157.28,,14/09/2017,108.2,118.5,127.3,157.28
15/09/2017,108.2,118.4,126.9,156.53,,15/09/2017,108.2,118.4,126.9,156.53
18/09/2017,108.2,118.3,126.7,156.09,,18/09/2017,108.2,118.3,126.7,156.09
19/09/2017,108.2,118.3,126.7,156.25,,19/09/2017,108.2,118.3,126.7,156.25
20/09/2017,108.1,118,126.6,156.31,,20/09/2017,108.1,118,126.6,156.31
21/09/2017,108.1,118,126.4,155.62,,21/09/2017,108.1,118,126.4,155.62
22/09/2017,108.1,118.1,126.3,155.41,,22/09/2017,108.1,118.1,126.3,155.41
24/09/2017,108,118.2,126.3,155.34,,24/09/2017,108,118.2,126.3,155.34
25/09/2017,108.1,118.2,125.6,153.88,,25/09/2017,108.1,118.2,125.6,153.88
26/09/2017,108.1,118,125.7,154.09,,26/09/2017,108.1,118,125.7,154.09
27/09/2017,108.1,118.1,126.1,154.91,,27/09/2017,108.1,118.1,126.1,154.91
28/09/2017,108.1,118,126,154.78,,28/09/2017,108.1,118,126,154.78
29/09/2017,108.1,117.5,125.4,152.94,,29/09/2017,108.1,117.5,125.4,152.94
