# Entry Date,Exit Date,Entry Abs,Exit Abs,Entry Z,Exit Z,Time Held,Weight,ADF,PnL %,PnL Abs,Outcome,Exit Reason
2022-01-20,2022-03-02,34.46600,29.47000,-1.21,-0.86,31,1.00,0.3330,-14.495,-4.99600,loss,Time Stop 
2022-01-27,2022-03-09,34.89400,26.55500,-1.08,-0.87,31,1.00,0.2770,-23.898,-8.33900,loss,Time Stop 
2022-02-01,2022-03-14,31.74200,22.04700,-1.18,-1.03,31,1.00,0.2730,-30.543,-9.69500,loss,Time Stop 
2022-02-28,2022-04-08,25.22000,-15.21500,-1.13,-1.96,31,1.00,0.5097,-160.329,-40.43500,loss,Time Stop 
2022-03-01,2022-04-11,21.49400,-5.24400,-1.28,-1.34,31,1.00,0.5327,-124.398,-26.73800,loss,Time Stop 
2022-03-14,2022-04-22,16.56500,-51.44000,-1.26,-3.22,31,1.00,0.5804,-410.534,-68.00500,loss,Time Stop 
2022-03-16,2022-04-26,14.10300,-102.49400,-1.29,-5.52,31,1.00,0.6387,-826.753,-116.59700,loss,Time Stop 
2022-03-17,2022-04-27,13.83000,-71.33000,-1.24,-3.71,31,1.00,0.6677,-615.763,-85.16000,loss,Time Stop 
2022-03-18,2022-04-28,6.13600,-88.18600,-1.56,-4.35,31,1.00,0.7065,-1537.190,-94.32200,loss,Time Stop 
2022-03-21,2022-04-29,7.15500,-87.17200,-1.44,-4.10,31,1.00,0.7343,-1318.337,-94.32700,loss,Time Stop 
2022-03-22,2022-05-02,-1.76300,-97.54000,-1.79,-4.38,31,1.00,0.7794,-5432.615,-95.77700,loss,Time Stop 
2022-03-23,2022-05-03,-7.56100,-97.21700,-1.96,-4.12,31,1.00,0.8194,-1185.769,-89.65600,loss,Time Stop 
2022-03-24,2022-05-04,-9.41300,-89.21200,-1.93,-3.53,31,1.00,0.8436,-847.753,-79.79900,loss,Time Stop 
2022-03-25,2022-05-05,-9.81100,-102.29700,-1.84,-3.90,31,1.00,0.8088,-942.677,-92.48600,loss,Time Stop 
2022-03-28,2022-05-06,-3.50800,-109.19400,-1.47,-4.00,31,1.00,0.7369,-3012.714,-105.68600,loss,Time Stop 
2022-03-29,2022-05-09,3.44700,-132.79400,-1.11,-4.82,31,1.00,0.6130,-3952.451,-136.24100,loss,Time Stop 
2022-03-30,2022-05-10,-1.62000,-131.07500,-1.26,-4.50,31,1.00,0.6784,-7991.049,-129.45500,loss,Time Stop 
2022-04-04,2022-05-13,-3.85600,-125.01700,-1.21,-3.65,31,1.00,0.5925,-3142.142,-121.16100,loss,Time Stop 
2022-04-05,2022-05-16,-5.72600,-85.13200,-1.22,-1.89,31,1.00,0.5365,-1386.762,-79.40600,loss,Time Stop 
2022-04-06,2022-05-17,-7.11900,-84.88300,-1.21,-1.78,31,1.00,0.5306,-1092.344,-77.76400,loss,Time Stop 
2022-04-07,2022-05-18,-9.39900,-54.91300,-1.24,-0.54,31,1.00,0.5421,-484.243,-45.51400,loss,Time Stop 
2022-04-08,2022-05-19,-18.86500,-49.43200,-1.52,-0.30,31,1.00,0.6279,-162.030,-30.56700,loss,Time Stop 
2022-04-11,2022-05-20,-15.21500,-61.54900,-1.30,-0.72,31,1.00,0.6192,-304.528,-46.33400,loss,Time Stop 
2022-04-13,2022-05-24,-12.31200,-31.08200,-1.09,0.38,31,1.00,0.5598,-152.453,-18.77000,loss,Time Stop 
2022-04-14,2022-05-25,-12.11500,-35.15700,-1.03,0.22,31,1.00,0.5052,-190.194,-23.04200,loss,Time Stop 
2022-04-21,2022-06-01,-26.30000,-2.41900,-1.28,1.19,31,1.00,0.4797,90.802,23.88100,win,Time Stop 
2022-04-22,2022-06-02,-19.40300,-14.33300,-1.00,0.76,31,1.00,0.4662,26.130,5.07000,win,Time Stop 
2022-04-25,2022-06-03,-51.44000,-12.26900,-1.94,0.77,31,1.00,0.6506,76.149,39.17100,win,Time Stop 
2022-04-26,2022-06-06,-63.05400,-15.72300,-2.15,0.62,31,1.00,0.5959,75.064,47.33100,win,Time Stop 
2022-04-27,2022-06-07,-102.49400,-16.31400,-3.04,0.54,31,1.00,0.9784,84.083,86.18000,win,Time Stop 
2022-04-28,2022-06-08,-71.33000,-2.24100,-2.00,0.89,31,1.00,0.9002,96.858,69.08900,win,Time Stop 
2022-04-29,2022-06-09,-88.18600,-16.56000,-2.28,0.46,31,1.00,0.8994,81.222,71.62600,win,Time Stop 
2022-05-02,2022-06-10,-87.17200,-20.95400,-2.10,0.32,31,1.00,0.9137,75.962,66.21800,win,Time Stop 
2022-05-03,2022-06-13,-97.54000,-18.05800,-2.20,0.36,31,1.00,0.8648,81.487,79.48200,win,Time Stop 
2022-05-04,2022-06-14,-97.21700,-18.72800,-2.04,0.33,31,1.00,0.9437,80.736,78.48900,win,Time Stop 
2022-05-05,2022-06-15,-89.21200,-19.18600,-1.74,0.30,31,1.00,0.8590,78.494,70.02600,win,Time Stop 
2022-05-06,2022-06-16,-102.29700,-14.69700,-1.91,0.38,31,1.00,0.9055,85.633,87.60000,win,Time Stop 
2022-05-09,2022-06-17,-109.19400,-12.56200,-1.93,0.40,31,1.00,0.9357,88.496,96.63200,win,Time Stop 
2022-05-10,2022-06-20,-132.79400,-9.37700,-2.27,0.43,31,1.00,0.9822,92.939,123.41700,win,Time Stop 
2022-05-11,2022-06-21,-131.07500,-11.80800,-2.08,0.36,31,1.00,0.9905,90.991,119.26700,win,Time Stop 
2022-05-12,2022-06-22,-146.24300,-6.91200,-2.21,0.43,31,1.00,0.9909,95.274,139.33100,win,Time Stop 
2022-05-13,2022-06-23,-115.91700,-11.85800,-1.54,0.31,31,1.00,0.9649,89.770,104.05900,win,Time Stop 
2022-05-16,2022-06-24,-125.01700,-22.11700,-1.61,0.11,31,1.00,0.9381,82.309,102.90000,win,Time Stop 
2022-11-01,2023-01-23,-41.82100,-78.73700,-1.08,-0.72,61,1.00,0.3999,-88.271,-36.91600,loss,Time Stop 
2022-11-02,2023-01-24,-46.93000,-84.90900,-1.48,-1.19,61,1.00,0.2472,-80.927,-37.97900,loss,Time Stop 
2022-11-03,2023-01-25,-45.32100,-88.30800,-1.33,-1.41,61,1.00,0.2370,-94.850,-42.98700,loss,Time Stop 
2022-11-04,2023-01-26,-51.33600,-78.39400,-1.73,-0.64,61,1.00,0.3108,-52.708,-27.05800,loss,Time Stop 
2022-11-09,2023-01-31,-51.47900,-82.61400,-1.64,-0.86,61,1.00,0.2385,-60.481,-31.13500,loss,Time Stop 
2022-11-10,2023-02-01,-57.42700,-80.38800,-1.98,-0.66,61,1.00,0.4677,-39.983,-22.96100,loss,Time Stop 
2022-11-11,2023-02-02,-50.75200,-81.14400,-1.42,-0.68,61,1.00,0.4480,-59.883,-30.39200,loss,Time Stop 
2022-11-14,2023-02-03,-50.89300,-72.88700,-1.37,-0.07,61,1.00,0.4988,-43.216,-21.99400,loss,Time Stop 
2022-11-16,2023-02-07,-50.40400,-92.72800,-1.26,-1.42,61,1.00,0.4351,-83.970,-42.32400,loss,Time Stop 
2022-11-17,2022-12-07,-60.73400,-68.60300,-1.93,-1.75,16,1.00,0.5251,-12.956,-7.86900,loss,Time Stop 
2022-11-18,2022-12-08,-52.62900,-65.37800,-1.29,-1.46,16,1.00,0.4691,-24.224,-12.74900,loss,Time Stop 
2022-11-22,2022-12-12,-60.84000,-62.02200,-1.76,-1.12,16,1.00,0.5655,-1.943,-1.18200,loss,Time Stop 
2022-11-23,2022-12-13,-63.24200,-58.35100,-1.84,-0.82,16,1.00,0.5924,7.734,4.89100,win,Time Stop 
2022-11-24,2022-12-14,-60.05100,-59.43600,-1.56,-0.86,16,1.00,0.6149,1.024,0.61500,win,Time Stop 
2022-11-25,2022-12-22,-58.35900,-76.90800,-1.38,-1.81,21,1.00,0.6113,-31.784,-18.54900,loss,Time Stop 
2022-11-28,2022-12-23,-64.08200,-77.60300,-1.69,-1.77,21,1.00,0.6417,-21.100,-13.52100,loss,Time Stop 
2022-11-30,2023-02-21,-57.67100,-61.02900,-1.19,0.90,61,1.00,0.3129,-5.823,-3.35800,loss,Time Stop 
2022-12-01,2023-02-22,-63.39900,-66.42100,-1.50,0.52,61,1.00,0.3279,-4.767,-3.02200,loss,Time Stop 
2022-12-02,2023-02-23,-57.51400,-56.33900,-1.07,1.15,61,1.00,0.3350,2.043,1.17500,win,Time Stop 
2022-12-05,2023-02-24,-64.45900,-63.35000,-1.47,0.66,61,1.00,0.3872,1.720,1.10900,win,Time Stop 
2022-12-06,2023-02-27,-58.60200,-58.80400,-1.05,0.93,61,1.00,0.3376,-0.345,-0.20200,loss,Time Stop 
2022-12-07,2023-01-17,-65.92200,-89.81900,-1.47,-1.56,31,1.00,0.4070,-36.250,-23.89700,loss,Time Stop 
2022-12-08,2023-01-18,-68.60300,-95.52600,-1.58,-1.86,31,1.00,0.4303,-39.245,-26.92300,loss,Time Stop 
2022-12-09,2023-01-19,-65.37800,-82.12500,-1.32,-0.94,31,1.00,0.4022,-25.616,-16.74700,loss,Time Stop 
2022-12-12,2023-01-20,-62.13900,-81.67000,-1.06,-0.88,31,1.00,0.4079,-31.431,-19.53100,loss,Time Stop 
2022-12-13,2023-01-23,-62.02200,-78.73700,-1.01,-0.66,31,1.00,0.3938,-26.950,-16.71500,loss,Time Stop 
2022-12-21,2023-01-31,-72.13300,-82.61400,-1.42,-0.71,31,1.00,0.4799,-14.530,-10.48100,loss,Time Stop 
2022-12-22,2023-02-01,-68.57100,-80.38800,-1.15,-0.54,31,1.00,0.4823,-17.233,-11.81700,loss,Time Stop 
2022-12-23,2023-02-02,-76.90800,-81.14400,-1.57,-0.56,31,1.00,0.7065,-5.508,-4.23600,loss,Time Stop 
2022-12-26,2023-02-03,-77.60300,-72.88700,-1.53,-0.06,31,1.00,0.6202,6.077,4.71600,win,Time Stop 
2022-12-27,2023-01-16,-77.57300,-103.73200,-1.45,-2.22,16,1.00,0.7678,-33.722,-26.15900,loss,Time Stop 
2022-12-28,2023-01-17,-81.94900,-89.81900,-1.61,-1.34,16,1.00,0.8053,-9.604,-7.87000,loss,Time Stop 
2022-12-29,2023-01-18,-78.12800,-95.52600,-1.32,-1.58,16,1.00,0.7739,-22.269,-17.39800,loss,Time Stop 
2022-12-30,2023-01-19,-77.85300,-82.12500,-1.24,-0.79,16,1.00,0.7654,-5.487,-4.27200,loss,Time Stop 
2023-01-03,2023-01-23,-77.64100,-78.73700,-1.14,-0.55,16,1.00,0.6884,-1.412,-1.09600,loss,Time Stop 
2023-01-04,2023-01-24,-80.61600,-84.90900,-1.24,-0.83,16,1.00,0.6966,-5.325,-4.29300,loss,Time Stop 
2023-01-06,2023-01-26,-81.05000,-78.39400,-1.17,-0.43,16,1.00,0.5621,3.277,2.65600,win,Time Stop 
2023-01-10,2023-01-30,-90.00400,-85.04400,-1.48,-0.70,16,1.00,0.7331,5.511,4.96000,win,Time Stop 
2023-01-11,2023-01-31,-88.32000,-82.61400,-1.33,-0.55,16,1.00,0.7564,6.461,5.70600,win,Time Stop 
2023-01-12,2023-02-01,-87.53100,-80.38800,-1.22,-0.42,16,1.00,0.7758,8.161,7.14300,win,Time Stop 
2023-01-13,2023-02-09,-95.18000,-88.87900,-1.50,-0.68,21,1.00,0.7036,6.620,6.30100,win,Time Stop 
2023-01-16,2023-02-10,-95.68200,-88.21700,-1.44,-0.61,21,1.00,0.8208,7.802,7.46500,win,Time Stop 
2023-01-17,2023-02-13,-103.73200,-89.57800,-1.69,-0.63,21,1.00,0.8825,13.645,14.15400,win,Time Stop 
2023-01-18,2023-02-14,-89.81900,-84.33100,-1.03,-0.38,21,1.00,0.8221,6.110,5.48800,win,Time Stop 
2023-01-19,2023-02-15,-95.52600,-74.19500,-1.21,0.06,21,1.00,0.8244,22.330,21.33100,win,Time Stop 
2023-03-24,2023-04-20,-42.58800,3.41400,1.16,2.66,21,1.00,0.4631,-108.016,-46.00200,loss,Time Stop 
2023-04-10,2023-04-20,-40.74100,3.41400,1.24,3.30,10,1.00,0.5082,-108.380,-44.15500,loss,Time Stop 
2023-04-11,2023-04-21,-40.47100,-3.52800,1.24,2.84,10,1.00,0.5026,-91.283,-36.94300,loss,Time Stop 
2023-04-12,2023-04-24,-38.81400,2.08500,1.32,3.12,10,1.00,0.5201,-105.372,-40.89900,loss,Time Stop 
2023-04-13,2023-04-25,-32.13100,1.76000,1.70,3.03,10,1.00,0.6021,-105.478,-33.89100,loss,Time Stop 
2023-04-14,2023-04-26,-22.95300,4.74600,2.17,3.07,10,1.00,0.7366,-120.677,-27.69900,loss,Time Stop 
2023-04-17,2023-04-27,-23.90500,-8.43600,2.02,2.15,10,1.00,0.7415,-64.710,-15.46900,loss,Time Stop 
2023-04-18,2023-04-28,-32.13600,-5.81300,1.45,2.21,10,1.00,0.5755,-81.911,-26.32300,loss,Time Stop 
2023-04-19,2023-05-16,-21.70400,22.46600,1.97,2.85,21,1.00,0.6877,-203.511,-44.17000,loss,Time Stop 
2023-04-20,2023-05-17,-1.45900,15.44300,2.92,2.24,21,1.00,0.8981,-1158.465,-16.90200,loss,Time Stop 
2023-04-21,2023-05-18,3.41400,15.08300,2.92,2.03,21,1.00,0.9481,-341.798,-11.66900,loss,Time Stop 
2023-04-24,2023-05-19,-3.52800,13.85200,2.38,1.83,21,1.00,0.8839,-492.630,-17.38000,loss,Time Stop 
2023-04-25,2023-05-22,2.08500,11.04000,2.48,1.56,21,1.00,0.9027,-429.496,-8.95500,loss,Time Stop 
2023-04-26,2023-05-23,1.76000,14.88300,2.29,1.63,21,1.00,0.8964,-745.625,-13.12300,loss,Time Stop 
2023-04-27,2023-05-24,4.74600,22.90000,2.26,1.87,21,1.00,0.9024,-382.512,-18.15400,loss,Time Stop 
2023-04-28,2023-05-25,-8.43600,12.27300,1.57,1.30,21,1.00,0.7591,-245.484,-20.70900,loss,Time Stop 
2023-05-01,2023-05-26,-5.81300,12.57300,1.59,1.24,21,1.00,0.7261,-316.291,-18.38600,loss,Time Stop 
2023-05-02,2023-05-29,-5.28600,19.72100,1.52,1.47,21,1.00,0.7161,-473.080,-25.00700,loss,Time Stop 
2023-05-03,2023-05-30,6.17400,27.85700,1.89,1.70,21,1.00,0.9641,-351.199,-21.68300,loss,Time Stop 
2023-05-04,2023-05-31,-1.13500,7.90600,1.49,0.82,21,1.00,0.7719,-796.564,-9.04100,loss,Time Stop 
2023-05-05,2023-06-01,3.14200,11.65300,1.57,0.92,21,1.00,0.7625,-270.878,-8.51100,loss,Time Stop 
2023-05-08,2023-06-02,7.29200,13.86500,1.63,0.94,21,1.00,0.8004,-90.140,-6.57300,loss,Time Stop 
2023-05-09,2023-06-05,16.93500,10.88600,1.87,0.78,21,1.00,0.9691,35.719,6.04900,win,Time Stop 
2023-05-10,2023-06-20,6.94600,15.00800,1.42,0.60,31,1.00,0.9374,-116.067,-8.06200,loss,Time Stop 
2023-05-11,2023-06-21,7.07900,8.90800,1.34,0.36,31,1.00,0.9337,-25.837,-1.82900,loss,Time Stop 
2023-05-12,2023-06-22,11.25000,0.21600,1.41,0.05,31,1.00,0.9377,98.080,11.03400,win,Time Stop 
2023-05-15,2023-06-23,6.86000,5.08900,1.19,0.21,31,1.00,0.7112,25.816,1.77100,win,Time Stop 
2023-05-16,2023-06-26,5.75300,2.23600,1.10,0.10,31,1.00,0.6772,61.133,3.51700,win,Time Stop 
2023-05-17,2023-06-27,22.46600,-0.92400,1.55,-0.01,31,1.00,0.8018,104.113,23.39000,win,Time Stop 
2023-05-18,2023-06-28,15.44300,1.49700,1.26,0.07,31,1.00,0.7457,90.306,13.94600,win,Time Stop 
2023-05-19,2023-06-29,15.08300,-0.59800,1.18,-0.00,31,1.00,0.7195,103.965,15.68100,win,Time Stop 
2023-05-22,2023-06-30,13.85200,-6.84900,1.08,-0.19,31,1.00,0.6684,149.444,20.70100,win,Time Stop 
2023-05-24,2023-07-04,14.88300,-0.62900,1.01,0.01,31,1.00,0.6559,104.226,15.51200,win,Time Stop 
2023-05-25,2023-07-05,22.90000,-1.91600,1.19,-0.03,31,1.00,0.7089,108.367,24.81600,win,Time Stop 
2023-05-31,2023-07-11,27.85700,5.73700,1.13,0.16,31,1.00,0.7960,79.406,22.12000,win,Time Stop 
2023-10-19,2023-11-15,25.43500,32.18300,1.24,1.04,21,1.00,0.0656,-26.530,-6.74800,loss,Time Stop 
2023-10-20,2023-11-09,25.24000,38.35200,1.17,1.92,16,1.00,0.0703,-51.949,-13.11200,loss,Time Stop 
2023-10-23,2023-11-10,24.28400,36.95000,1.03,1.70,16,1.00,0.0646,-52.158,-12.66600,loss,Time Stop 
2023-10-24,2023-11-13,25.50000,34.59100,1.12,1.38,16,1.00,0.0801,-35.651,-9.09100,loss,Time Stop 
2023-10-25,2023-11-14,26.92100,35.71100,1.22,1.45,16,1.00,0.0729,-32.651,-8.79000,loss,Time Stop 
2023-10-31,2023-11-20,35.72800,38.89600,1.97,1.57,16,1.00,0.2863,-8.867,-3.16800,loss,Time Stop 
2023-11-01,2023-11-21,27.78800,36.76000,1.08,1.29,16,1.00,0.1014,-32.287,-8.97200,loss,Time Stop 
2023-11-02,2023-11-22,31.58700,30.32200,1.42,0.58,16,1.00,0.1107,4.005,1.26500,win,Time Stop 
2023-11-03,2023-11-23,29.95800,33.13900,1.20,0.84,16,1.00,0.1073,-10.618,-3.18100,loss,Time Stop 
2023-11-06,2023-11-24,32.87600,31.80200,1.43,0.67,16,1.00,0.0527,3.267,1.07400,win,Time Stop 
2023-11-07,2023-11-27,32.54300,29.84100,1.33,0.45,16,1.00,0.1480,8.303,2.70200,win,Time Stop 
2023-11-08,2023-11-28,32.75100,31.32900,1.29,0.57,16,1.00,0.1583,4.342,1.42200,win,Time Stop 
2023-11-09,2023-11-29,38.53500,25.51200,1.77,-0.01,16,1.00,0.1999,33.795,13.02300,win,Time Stop 
2023-11-10,2023-12-07,38.35200,31.73800,1.67,0.51,21,1.00,0.2055,17.246,6.61400,win,Time Stop 
2023-11-13,2023-12-08,36.95000,32.89400,1.46,0.59,21,1.00,0.1946,10.977,4.05600,win,Time Stop 
2023-11-14,2023-12-11,34.59100,32.57000,1.18,0.53,21,1.00,0.1602,5.843,2.02100,win,Time Stop 
2023-11-15,2023-12-12,35.71100,26.44300,1.23,-0.04,21,1.00,0.1580,25.953,9.26800,win,Time Stop 
2023-11-17,2023-12-14,35.69200,27.94100,1.14,0.09,21,1.00,0.1583,21.716,7.75100,win,Time Stop 
2023-11-20,2023-12-15,37.23500,28.04200,1.22,0.09,21,1.00,0.1886,24.689,9.19300,win,Time Stop 
2023-11-21,2023-12-18,38.89600,25.00100,1.31,-0.18,21,1.00,0.2105,35.723,13.89500,win,Time Stop 
2023-11-22,2023-12-19,36.76000,25.82000,1.07,-0.10,21,1.00,0.1919,29.761,10.94000,win,Time Stop 
2024-01-02,2024-02-12,15.60000,8.50300,-1.06,-0.90,31,1.00,0.4224,-45.494,-7.09700,loss,Time Stop 
2024-01-03,2024-02-13,13.36100,7.51700,-1.24,-0.97,31,1.00,0.4802,-43.739,-5.84400,loss,Time Stop 
2024-01-04,2024-02-14,8.64500,3.56200,-1.66,-1.33,31,1.00,0.5860,-58.797,-5.08300,loss,Time Stop 
2024-01-05,2024-02-15,11.08800,8.46900,-1.36,-0.79,31,1.00,0.5781,-23.620,-2.61900,loss,Time Stop 
2024-01-09,2024-02-19,9.73100,2.83300,-1.44,-1.31,31,1.00,0.5122,-70.887,-6.89800,loss,Time Stop 
2024-01-10,2024-02-20,9.37100,7.75900,-1.44,-0.78,31,1.00,0.5527,-17.202,-1.61200,loss,Time Stop 
2024-01-12,2024-02-22,5.56700,3.79000,-1.76,-1.13,31,1.00,0.5415,-31.920,-1.77700,loss,Time Stop 
2024-02-05,2024-03-15,8.75500,-10.22900,-1.09,-1.79,31,1.00,0.4636,-216.836,-18.98400,loss,Time Stop 
2024-02-09,2024-03-21,7.79300,-19.08700,-1.06,-2.38,31,1.00,0.6152,-344.925,-26.88000,loss,Time Stop 
2024-02-12,2024-03-22,1.96900,-19.85000,-1.59,-2.34,31,1.00,0.7210,-1108.126,-21.81900,loss,Time Stop 
2024-02-15,2024-03-27,3.56200,-23.52000,-1.30,-2.43,31,1.00,0.7128,-760.303,-27.08200,loss,Time Stop 
2024-02-19,2024-03-29,5.83100,-19.18700,-1.01,-1.85,31,1.00,0.7600,-429.052,-25.01800,loss,Time Stop 
2024-02-20,2024-04-01,2.83300,-19.23700,-1.25,-1.77,31,1.00,0.7725,-779.033,-22.07000,loss,Time Stop 
2024-02-23,2024-04-04,3.79000,-19.23700,-1.06,-1.69,31,1.00,0.7330,-607.573,-23.02700,loss,Time Stop 
2024-02-26,2024-04-05,3.02300,-19.23700,-1.09,-1.68,31,1.00,0.5785,-736.355,-22.26000,loss,Time Stop 
2024-02-29,2024-04-10,0.12400,-19.23700,-1.24,-1.63,31,1.00,0.6124,-15613.710,-19.36100,loss,Time Stop 
2024-03-01,2024-04-11,1.05900,-19.23700,-1.10,-1.61,31,1.00,0.6533,-1916.525,-20.29600,loss,Time Stop 
2024-03-04,2024-04-12,-7.37900,-19.23700,-1.79,-1.57,31,1.00,0.7994,-160.699,-11.85800,loss,Time Stop 
2024-03-05,2024-04-15,-11.64900,-19.23700,-2.05,-1.52,31,1.00,0.8591,-65.139,-7.58800,loss,Time Stop 
2024-03-06,2024-04-16,-5.40100,-19.23700,-1.41,-1.49,31,1.00,0.8417,-256.175,-13.83600,loss,Time Stop 
2024-03-07,2024-04-17,-1.27300,-19.23700,-1.00,-1.47,31,1.00,0.7785,-1411.155,-17.96400,loss,Time Stop 
2024-03-08,2024-04-18,-1.97700,-19.23700,-1.02,-1.45,31,1.00,0.7699,-873.040,-17.26000,loss,Time Stop 
2024-03-11,2024-04-19,-5.69100,-19.23700,-1.27,-1.42,31,1.00,0.7952,-238.025,-13.54600,loss,Time Stop 
2024-03-12,2024-04-22,-5.29900,-19.23700,-1.18,-1.40,31,1.00,0.9057,-263.031,-13.93800,loss,Time Stop 
2024-03-13,2024-04-23,-9.32000,-19.23700,-1.44,-1.37,31,1.00,0.8333,-106.406,-9.91700,loss,Time Stop 
2024-03-14,2024-04-24,-5.42100,-19.23700,-1.08,-1.36,31,1.00,0.8829,-254.861,-13.81600,loss,Time Stop 
2024-03-15,2024-04-25,-8.12400,-19.23700,-1.23,-1.33,31,1.00,0.8942,-136.792,-11.11300,loss,Time Stop 
2024-03-18,2024-04-26,-10.22900,-19.23700,-1.33,-1.30,31,1.00,0.8995,-88.063,-9.00800,loss,Time Stop 
2024-03-19,2024-04-29,-11.50600,-19.23700,-1.36,-1.28,31,1.00,0.8941,-67.191,-7.73100,loss,Time Stop 
2024-03-20,2024-04-30,-19.05100,-19.23700,-1.82,-1.24,31,1.00,0.9400,-0.976,-0.18600,loss,Time Stop 
2024-03-21,2024-05-01,-15.84500,-19.23700,-1.49,-1.20,31,1.00,0.9251,-21.407,-3.39200,loss,Time Stop 
2024-03-22,2024-05-02,-19.08700,-19.23700,-1.63,-1.17,31,1.00,0.9439,-0.786,-0.15000,loss,Time Stop 
2024-03-25,2024-05-03,-19.85000,-19.23700,-1.59,-1.14,31,1.00,0.9430,3.088,0.61300,win,Time Stop 
2024-03-26,2024-05-06,-19.29400,-19.23700,-1.46,-1.10,31,1.00,0.9459,0.295,0.05700,win,Time Stop 
2024-03-27,2024-05-07,-24.15500,-19.23700,-1.68,-1.07,31,1.00,0.9552,20.360,4.91800,win,Time Stop 
2024-03-28,2024-05-08,-23.52000,-19.23700,-1.54,-1.04,31,1.00,0.9491,18.210,4.28300,win,Time Stop 
2024-03-29,2024-05-09,-23.40400,-19.23700,-1.45,-1.01,31,1.00,0.9447,17.805,4.16700,win,Time Stop 
2024-04-01,2024-05-10,-19.18700,-19.23700,-1.12,-0.99,31,1.00,0.8884,-0.261,-0.05000,loss,Time Stop 
2024-04-02,2024-05-13,-19.23700,-19.23700,-1.07,-0.97,31,1.00,0.8380,0.000,0.00000,loss,Time Stop 
