Dates,EUR 1y1y,USD 1y1y,NOK 1y1y,SEK 1y1y,JPY 1y1y,AUD 1y1y,GBP 1y1y,CHF 1y1y,NZD 1y1y,EUR 2y2y,USD 2y2y,NOK 2y2y,SEK 2y2y,JPY 2y2y,AUD 2y2y,GBP 2y2y,CHF 2y2y,NZD 2y2y,EUR 3y3y,USD 3y3y,NOK 3y3y,SEK 3y3y,JPY 3y3y,AUD 3y3y,GBP 3y3y,CHF 3y3y,NZD 3y3y,EUR 5y5y,USD 5y5y,NOK 5y5y,SEK 5y5y,JPY 5y5y,AUD 5y5y,GBP 5y5y,CHF 5y5y,NZD 5y5y,EUR 3y2y,USD 3y2y,NOK 3y2y,SEK 3y2y,JPY 3y2y,AUD 3y2y,GBP 3y2y,CHF 3y2y,NZD 3y2y,EUR 2y1y,USD 2y1y,NOK 2y1y,SEK 2y1y,JPY 2y1y,AUD 2y1y,GBP 2y1y,CHF 2y1y,NZD 2y1y,EUR 5y2y,USD 5y2y,NOK 5y2y,SEK 5y2y,JPY 5y2y,AUD 5y2y,GBP 5y2y,CHF 5y2y,NZD 5y2y,EUR 7y3y,USD 7y3y,NOK 7y3y,SEK 7y3y,JPY 7y3y,AUD 7y3y,GBP 7y3y,CHF 7y3y,NZD 7y3y,EUR 10y10y,USD 10y10y,NOK 10y10y,SEK 10y10y,JPY 10y10y,AUD 10y10y,GBP 10y10y,CHF 10y10y,NZD 10y10y,EUR 15y15y,USD 15y15y,NOK 15y15y,SEK 15y15y,JPY 15y15y,AUD 15y15y,GBP 15y15y,CHF 15y15y,NZD 15y15y,EUR 20y10y,USD 20y10y,NOK 20y10y,SEK 20y10y,JPY 20y10y,AUD 20y10y,GBP 20y10y,CHF 20y10y,NZD 20y10y
2019-01-01,,,,19.17,-5.38,199.26,95.76,-58.79,196.879,,,,65.81,-5.970000000000001,218.00000000000003,109.04,-28.2,226.444,,,,112.1,-0.75,251.03,117.43,6.529999999999999,261.711,,,,177.63,22.56,291.09,130.03,68.95,314.562,,,,95.18,-3.88,240.43,116.31,-5.41,249.384,,,,50.6,-5.99,207.8,103.86,-41.49,215.988,,,,156.43,9.06,278.04,122.76,41.13,295.732,,,,192.44,31.61,298.82,135.04,87.91,328.103,,,,218.11,85.22,309.67,142.75,113.52,354.10400000000004,,,,189.37,101.24,282.64,134.17,97.04,263.434,,,,174.93,101.89,269.52,130.09,90.71,209.129
2019-01-02,,,,16.72,-5.38,192.34,89.66,-61.12,191.549,,,,56.27,-5.970000000000001,205.81,103.01,-34.78,217.467,,,,101.77,-0.6,237.9,111.56,-0.76,250.744,,,,169.84,22.56,278.64,126.13,64.05999999999999,301.27000000000004,,,,88.46000000000001,-3.65,227.17,110.4,-15.43,238.26,,,,41.74,-6.44,196.65,97.98,-43.41,209.096,,,,143.12,9.06,265.78,117.71,38.02,282.51,,,,188.44,31.61,286.42,131.94,81.81,314.733,,,,208.05,85.22,298.24,140.15,109.04,347.382,,,,180.92,101.24,271.6,132.43,93.43,259.992,,,,168.08,101.89,259.23,128.59,87.74,205.429
2019-01-03,,,,13.78,-5.62,189.75,87.02,-61.92999999999999,195.423,,,,55.44,-5.8500000000000005,204.62,99.52,-36.35,218.449,,,,100.87,-0.5599999999999999,237.17,109.25,-2.22,251.73,,,,167.51,22.57,279.75,124.89,64.34,303.886,,,,85.61999999999999,-3.5900000000000003,226.09,106.96,-17.1,240.425,,,,41.23,-6.32,195.25,94.9,-44.47,208.118,,,,145.23,9.06,265.97,116.3,38.72,284.5,,,,182.94,31.61,288.14000000000004,130.84,81.71000000000001,317.726,,,,207.93,85.22,298.72,139.6,109.61,344.995,,,,178.92999999999998,101.24,271.25,132.41,92.9,257.557,,,,167.0,101.89,258.3,129.04,86.91,205.283
2019-01-04,,,,16.14,-6.3,204.16,92.0,-62.03999999999999,197.552,,,,55.98,-6.800000000000001,220.26,106.64,-31.91,219.418,,,,103.34,-3.06,253.9,115.39,3.24,256.59000000000003,,,,171.86999999999998,19.64,296.28000000000003,130.92,65.36,307.122,,,,88.5,-5.29,242.64,114.35,-10.47,241.662,,,,41.1,-7.07,210.04,101.58,-42.45,208.939,,,,146.15,5.64,280.97,121.38,40.78,293.015,,,,189.66,29.01,305.61,137.52,82.06,317.212,,,,212.27,75.51,312.36,145.33,112.22,347.134,,,,183.4,90.31,285.73,137.09,95.52,256.643,,,,170.5,90.94,272.95,133.03,89.23,206.056
2019-01-07,,,,16.27,-6.3,200.85,91.36,-61.22,197.935,,,,57.720000000000006,-6.84,220.21,105.05,-29.53,222.805,,,,102.42,-1.82,250.51,114.62,3.41,259.092,,,,171.08,21.67,293.58,130.84,68.67999999999999,317.201,,,,87.58,-4.73,240.03,112.29,-9.82,245.314,,,,43.38,-7.08,211.95,100.51,-40.6,215.619,,,,145.62,7.89,278.95,122.69,42.43,295.564,,,,188.73,30.91,302.41,136.45000000000002,86.53,332.709,,,,210.65,80.58,312.76,144.55,114.35,352.317,,,,183.86,96.08,285.06,137.36,97.62,261.735,,,,171.69,96.59,271.67,133.67,91.3,208.74
2019-01-08,,,,19.02,-6.35,205.23,93.56,-58.41,196.961,,,,60.77,-5.11,222.83,106.5,-27.750000000000004,225.913,,,,103.64,1.24,254.08,116.16,6.84,263.72900000000004,,,,171.53,24.56,298.55,132.22,71.25,319.87800000000004,,,,88.94999999999999,-2.56,243.31,112.55,-6.660000000000001,251.36,,,,47.760000000000005,-5.8500000000000005,214.2,103.13,-37.92,214.342,,,,145.88,11.83,283.39,124.78,39.56,299.01800000000003,,,,189.43,33.25,307.72,137.35,92.94,334.94,,,,211.96,82.94,316.74,145.6,118.61,358.987,,,,184.33,98.59,289.33,138.75,101.35,266.58,,,,171.86999999999998,99.25,275.58,135.24,93.83,210.751
2019-01-09,,,,22.12,-6.0,199.53,93.86,-59.45,197.129,,,,61.88,-5.12,217.73,106.7,-26.86,225.45,,,,104.62,1.61,249.75,114.8,5.04,263.508,,,,171.12,25.82,294.12,130.46,70.73,319.0,,,,90.4,-2.06,239.02,112.45,-7.53,250.583,,,,47.75,-6.12,208.28000000000003,103.4,-37.82,214.047,,,,146.76,12.1,279.34000000000003,122.32,43.51,298.32800000000003,,,,188.06,35.14,303.11,136.07,89.3,333.878,,,,213.78,83.46000000000001,312.57,143.99,116.44,357.884,,,,187.16,99.8,285.36,136.63,98.94,266.074,,,,173.34,100.32,272.39,132.9,90.85,210.4
2019-01-10,,,,20.15,-6.4,203.19,96.48,-59.85,194.381,,,,61.45,-6.63,220.91,109.17,-29.53,222.955,,,,102.77,-0.84,253.1,116.59,3.0700000000000003,260.621,,,,170.52,23.43,297.87,131.73,69.98,316.646,,,,89.88000000000001,-3.91,241.97000000000003,114.55,-10.83,248.41600000000005,,,,47.75,-7.739999999999999,211.65,106.5,-39.31,211.754,,,,143.16,9.24,283.66,123.64,43.7,294.936,,,,189.48,32.95,306.4,137.35,87.83999999999999,332.203,,,,210.45,81.12,316.32,145.91,117.58,356.064,,,,183.81,97.55,288.77000000000004,138.29,100.34,264.694,,,,171.04999999999998,98.63,276.31,134.47,92.83,209.545
2019-01-11,,,,16.869999999999997,-6.75,199.84,99.82,-60.8,192.723,,,,58.07,-7.24,218.25,111.64,-29.41,221.777,,,,100.59,-1.24,250.37,119.06000000000002,4.02,258.746,,,,168.65,22.3,295.38,133.73999999999998,70.48,315.311,,,,86.95,-4.49,239.55,116.98,-9.46,246.759,,,,44.49,-8.0,209.05,108.91,-40.46,210.513,,,,142.28,8.870000000000001,280.31,125.34,44.89,292.899,,,,186.95,31.31,304.5,139.54999999999998,87.89,331.368,,,,208.44,79.55,313.85,148.31,119.15,351.762,,,,180.84,95.92,286.4,140.28,100.59,262.494,,,,167.64,96.99,273.47,136.3,92.48,208.264
2019-01-14,,,,16.45,-6.75,199.41,99.97,-61.14000000000001,189.571,,,,57.23,-7.24,214.89,113.08,-29.45,218.593,,,,99.5,-1.36,247.21,121.24,3.67,255.298,,,,168.4,22.3,293.12,135.3,71.74000000000001,309.213,,,,84.82,-4.67,235.81,119.57,-10.19,243.069,,,,43.9,-7.64,205.75,109.34,-39.68,207.143,,,,142.27,8.870000000000001,277.6,127.32,44.190000000000005,289.487,,,,186.52,31.31,302.58,140.79999999999998,90.49,323.34000000000003,,,,209.39,79.55,311.53,148.98,119.72,350.683,,,,181.07,95.92,284.15,140.57999999999998,103.01,260.858,,,,167.75,96.99,271.17,136.63,96.37,206.963
2019-01-15,,,,16.11,-7.000000000000001,202.04,96.91,-62.81,189.107,,,,56.75,-7.449999999999999,216.19000000000003,109.11,-30.930000000000003,218.413,,,,100.29,-1.38,246.7,116.57,3.56,254.847,,,,169.99,22.17,292.59,130.59,69.81,310.19,,,,85.46000000000001,-4.63,235.43,114.84,-10.87,242.633,,,,42.83,-7.88,208.43,105.63,-42.5,206.96,,,,142.75,8.709999999999999,277.57,122.34,41.13,289.533,,,,188.97,31.27,301.71000000000004,136.28,89.42999999999999,325.166,,,,211.65,79.95,313.57,144.42,120.28000000000002,350.322,,,,183.06,96.47,285.44,136.60000000000002,101.48,260.879,,,,169.39,97.54,272.33,132.82,92.5,206.985
2019-01-16,,,,18.25,-7.580000000000001,202.1,100.12,-60.53,189.651,,,,60.22,-8.12,217.73,114.15,-29.2,216.935,,,,104.04,-1.91,246.68,122.88,4.52,253.891,,,,173.25,21.42,291.81,137.41,73.02,310.115,,,,88.67,-5.16,235.85,120.0,-9.67,241.711,,,,45.74,-8.53,210.54,110.01,-39.99,205.248,,,,147.74,7.79,276.76,129.70999999999998,45.25,288.517,,,,191.01,30.59,301.02000000000004,142.72,91.98,325.699,,,,216.22,80.60000000000001,312.93,149.07999999999998,122.67,349.832,,,,187.21,97.31,284.94,141.25,103.84,261.51300000000003,,,,173.82,98.4,271.98,137.27,94.82,206.823
2019-01-17,,,,19.44,-8.260000000000002,205.69000000000003,99.57,-60.440000000000005,192.062,,,,61.83,-8.649999999999999,221.25,115.97,-29.61,218.48200000000003,,,,105.65,-3.15,250.09,125.41,3.0700000000000003,257.788,,,,174.10000000000002,21.67,296.42,140.75,71.52,313.889,,,,91.39,-6.29,239.22,122.99,-10.46,244.923,,,,47.3,-9.1,214.46,111.73,-39.23,206.452,,,,147.67,7.08,280.23,132.24,44.58,293.613,,,,192.45,31.45,306.37,146.66,89.82,328.40500000000003,,,,213.38,81.69,317.07,152.4,121.87,352.649,,,,181.17,97.88,288.9,144.20999999999998,103.04,262.565,,,,166.67000000000002,98.8,275.85,140.23000000000002,94.04,208.013
2019-01-18,,,,20.4,-8.62,208.4,99.11,-59.48,193.713,,,,63.080000000000005,-8.08,224.37,116.82999999999998,-27.07,219.305,,,,108.22,-2.09,253.02,127.12,6.279999999999999,257.45,,,,175.44,23.43,299.23,142.67000000000002,72.78,313.161,,,,94.81,-5.6000000000000005,241.57,125.19,-7.32,244.251,,,,47.96,-8.129999999999999,217.58,111.66,-37.3,208.795,,,,147.44,9.49,283.6,133.64,46.24,293.735,,,,194.88,32.78,308.72,148.93,90.84,327.087,,,,214.33,83.47,319.05,153.32,123.42,352.799,,,,182.87,100.03,290.77000000000004,145.14,104.6,262.54900000000004,,,,167.82,100.73,278.11,141.6,95.58,208.062
2019-01-21,,,,21.56,-8.57,204.91000000000005,96.87,-60.63,193.735,,,,64.58,-8.86,223.53,113.46,-28.44,218.972,,,,108.9,-2.07,249.85,124.52,5.18,256.221,,,,175.52,23.3,295.45,140.79999999999998,70.99,314.00800000000004,,,,95.1,-5.54,239.39,121.86,-7.81,242.744,,,,49.16,-10.14,217.5,108.64,-39.18,209.888,,,,148.38,9.11,279.09000000000003,132.92,44.59,295.59000000000003,,,,194.36,32.82,305.5,146.23999999999998,88.94999999999999,327.212,,,,214.94,84.13000000000001,315.76,152.16,122.65,352.355,,,,182.35,101.77,288.12,143.16,103.56,263.283,,,,167.63,103.19,275.63,138.84,94.56,208.055
2019-01-22,,,,20.68,-8.25,202.62,98.14,-60.41,195.937,,,,62.98,-8.62,220.27,115.45,-28.76,220.028,,,,106.26,-2.71,247.41,124.68999999999998,3.3300000000000005,256.906,,,,173.23,22.42,292.62,140.18,68.93,313.454,,,,93.72,-5.99,237.47,122.34,-8.04,243.807,,,,48.36,-9.15,212.96,111.31,-40.91,209.513,,,,144.86,8.33,276.32,132.1,41.27,293.92900000000003,,,,193.01,31.95,302.63,145.76,87.86,327.617,,,,212.6,82.31,312.37,152.98000000000002,120.78,352.988,,,,180.79,99.68,284.17,144.19,102.32,263.536,,,,165.82,100.99,271.87,140.24,93.05,208.22600000000003
2019-01-23,,,,20.77,-8.07,202.38,99.32,-60.29,194.543,,,,62.91,-8.649999999999999,221.31,115.64,-30.7,218.416,,,,104.86,-2.76,248.89,125.46,2.01,253.773,,,,171.28,21.66,294.09000000000003,140.94,68.16,311.529,,,,91.44,-6.0600000000000005,238.37,122.58,-10.8,240.812,,,,48.3,-9.25,213.77,111.65,-41.49,210.074,,,,143.5,7.91,278.38,133.38,40.95,292.253,,,,190.6,30.930000000000003,303.79,146.17,86.71,325.48400000000004,,,,210.27,81.14,313.27,152.51999999999998,118.64,351.037,,,,178.91,97.86,284.68,142.76,99.93,260.777,,,,164.11,98.95,272.26,138.35,90.67,207.386
2019-01-24,,,,17.83,-9.37,197.71,95.15,-62.92,191.601,,,,58.36,-9.0,214.15,110.4,-32.0,215.8,,,,100.79,-3.26,242.7,118.98,0.92,252.388,,,,167.56,21.17,288.54,133.48,64.35,308.706,,,,87.15,-6.569999999999999,232.01,117.21,-11.17,238.428,,,,44.79,-9.25,206.79,106.38,-45.6,206.054,,,,140.83,7.46,272.65000000000003,125.35,38.12,286.785,,,,186.07,30.36,298.38,139.13,82.14,324.38,,,,206.96,80.12,306.11,146.85,116.53,349.16200000000003,,,,175.77,96.55,278.12,137.91,98.09,260.052,,,,160.92,97.54,266.27,133.57000000000002,89.14,206.402
2019-01-25,,,,19.23,-9.5,201.46,97.43,-59.97,189.856,,,,60.18,-10.25,215.0,112.98,-29.32,214.28500000000005,,,,101.39,-5.029999999999999,242.16000000000005,122.62,3.0,250.001,,,,165.72,19.83,287.96,137.57999999999998,63.580000000000005,305.038,,,,89.02,-8.200000000000001,232.11,120.42,-7.969999999999999,237.905,,,,46.650000000000006,-10.09,209.67,108.67,-40.54,204.238,,,,139.14,5.38,272.32,129.43,37.27,284.553,,,,184.13,29.53,297.56,143.22,81.45,319.699,,,,206.74,78.39,307.53,149.21,114.84,346.708,,,,174.24,94.26,279.49,138.25,97.76,258.44800000000004,,,,159.38000000000002,95.07,267.21,133.31,89.72,205.324
2019-01-28,,,,19.58,-9.38,196.96,94.05,-60.9,188.566,,,,60.5,-10.36,214.02,110.08,-27.12,214.72000000000003,,,,102.8,-4.99,242.24,119.93,3.17,250.701,,,,166.69,20.15,287.92,134.60000000000002,64.85,309.82500000000005,,,,89.16,-8.3,231.82,117.64,-7.07,238.367,,,,46.28,-10.489999999999998,206.76,105.2,-41.0,204.533,,,,141.78,5.54,271.75,126.99,36.64,285.857,,,,183.94,29.95,297.88,139.85,84.02,326.994,,,,207.75,78.79,306.96,146.35,112.42000000000002,349.01800000000003,,,,175.39,94.25,278.81,136.37,96.14,262.816,,,,160.41,94.92,266.17,131.94,88.11,206.543
2019-01-29,,,,19.41,-9.37,196.54,93.55,-60.99,188.921,,,,60.05,-9.09,210.72000000000003,108.94,-30.51,214.744,,,,101.82,-4.130000000000001,237.96,119.81,2.07,249.559,,,,166.87,20.73,284.17,134.91,63.31,304.635,,,,88.23,-7.19,227.45,117.98,-10.18,237.638,,,,46.07,-9.62,204.15,103.32,-42.16,204.561,,,,141.0,6.0600000000000005,267.87,126.8,36.95,283.252,,,,184.67,30.620000000000005,294.27,140.5,81.27,319.968,,,,206.2,78.92,304.17,147.23999999999998,111.94,347.555,,,,174.36,94.92,276.24,136.32999999999998,95.08,259.03700000000003,,,,159.57,95.71,263.6,131.41,87.06,205.49
2019-01-30,,,,18.49,-8.98,198.0,93.32,-59.95,187.957,,,,58.08,-9.45,210.89,108.43,-32.61,211.699,,,,98.98,-4.26,238.03,118.82,-0.24,245.461,,,,163.83,20.4,283.48,134.44,62.78,302.555,,,,86.45,-7.19,228.04,116.1,-13.05,233.878,,,,44.080000000000005,-9.65,203.39,103.77,-41.58,201.757,,,,138.76,5.83,267.17,126.55,34.9,280.135,,,,181.24,30.22,293.62,139.88,81.77,318.63100000000003,,,,203.52,79.06,304.39,145.89,111.69,344.791,,,,171.41,94.98,276.79999999999995,135.72,94.69,257.07,,,,156.47,95.92,263.7,130.89,86.53,204.443
2019-01-31,,,,17.72,-9.45,197.13,89.99000000000001,-61.68,189.816,,,,56.05,-10.46,207.46000000000004,104.51,-34.11,208.769,,,,96.08,-5.01,234.47,115.12,-2.21,242.278,,,,159.81,18.65,280.97,130.67,59.74,298.696,,,,81.76,-8.309999999999999,224.48,112.48,-14.6,230.476,,,,42.59,-10.67,201.11,100.24,-44.47,199.679,,,,132.18,4.26,263.58000000000004,122.89,31.8,277.472,,,,178.9,28.29,291.91,136.06,78.66,313.847,,,,199.51,77.0,302.56,143.48000000000002,109.3,342.261,,,,167.83999999999995,92.65,274.23,134.81,92.2,255.197,,,,153.1,93.55,261.15,130.66,84.21,203.22
2019-02-01,,,,17.169999999999998,-10.4,202.22000000000003,91.19,-60.97,193.914,,,,55.45,-11.81,213.23,105.22,-35.06,209.284,,,,95.55,-6.73,238.45,116.92,-4.29,241.227,,,,161.17,16.509999999999998,286.36,134.67,58.93000000000001,297.346,,,,83.43,-9.36,230.27,113.34,-17.36,230.154,,,,42.55,-11.61,206.77,100.47,-42.78,200.87,,,,132.0,2.04,267.48,126.61,30.9,274.296,,,,181.38,26.200000000000003,298.27,140.25,77.94,313.81199999999995,,,,201.31,73.57000000000001,307.64,146.38,109.56,341.958,,,,169.01999999999998,88.02,279.24,136.9,92.22,255.89400000000003,,,,153.86,88.57000000000001,266.76,132.9,83.95,203.132
2019-02-04,,,,18.11,-9.89,197.74,93.75,-60.39,196.433,,,,57.19,-10.55,211.45,109.02,-32.2,213.079,,,,97.0,-5.62,240.85,120.58,-1.61,244.85700000000003,,,,161.78,18.27,285.36,137.29,60.73,301.588,,,,84.28,-8.43,230.73,117.86,-14.2,232.746,,,,42.9,-10.73,202.99,104.4,-41.93,205.653,,,,134.21,3.67,269.62,129.09,32.690000000000005,282.425,,,,180.89,28.050000000000004,295.05,142.95,79.75999999999999,315.385,,,,201.96,74.62,308.74,149.65,111.41,346.584,,,,169.87,88.72,280.56,140.07,94.04,258.529,,,,154.84,88.91,267.26,135.97,85.75,204.922
2019-02-05,,,,16.97,-9.49,197.19,91.79,-59.830000000000005,194.102,,,,58.040000000000006,-10.0,211.98,104.4,-31.42,211.605,,,,96.81,-5.38,240.37,114.68,0.31,245.823,,,,162.42000000000002,18.27,284.84,131.99,62.02,299.538,,,,83.89,-8.19,230.44,111.64,-11.18,234.071,,,,45.74,-10.38,203.81,100.48,-42.25,200.988,,,,138.39,3.89,269.05,123.70000000000002,33.39,279.463,,,,179.13,27.97,294.56,137.71,81.57,313.939,,,,203.8,73.98,307.27000000000004,145.27,112.20000000000002,343.451,,,,171.01999999999998,87.78,279.73,136.17,95.1,255.678,,,,155.67,87.81,267.25,131.65,86.78,203.826
2019-02-06,,,,16.93,-9.51,182.48,91.06,-59.7,179.707,,,,55.99,-10.5,197.97,103.63,-31.61,203.467,,,,96.48,-5.63,230.43,113.79,-1.7399999999999998,235.611,,,,161.38,17.76,279.69,130.09,60.74,293.988,,,,83.48,-8.44,219.2,110.94,-13.8,222.74,,,,42.29,-11.12,189.11,99.57,-41.07,198.558,,,,134.78,3.65,261.6,121.96,33.129999999999995,272.661,,,,179.86,27.26,291.16,135.7,79.53,309.252,,,,203.02,74.63,301.22,144.06,111.14,336.98,,,,170.12,88.07000000000001,274.93,133.89,94.05,251.37,,,,154.69,87.96000000000001,262.92,128.96,85.76,200.85
2019-02-07,,,,15.18,-9.7,180.95,88.02,-60.940000000000005,170.862,,,,52.59,-9.15,194.86,101.03,-34.599999999999994,194.037,,,,92.34,-3.85,223.28,111.18,-3.96,228.663,,,,158.95,19.66,273.52,127.17,57.19,288.995,,,,78.82000000000001,-6.61,211.93,108.29,-16.220000000000002,215.631,,,,39.98,-10.17,188.33,97.01,-44.22,185.824,,,,131.12,5.45,255.46,119.0,30.41,266.213,,,,178.19,29.18,284.99,132.83,75.32,305.213,,,,201.19,76.58,297.29,140.56,108.23,331.598,,,,167.96,90.61,270.48,131.13,90.63,247.882,,,,152.54000000000002,90.53,258.69,126.83,82.09,198.084
2019-02-08,,,,12.48,-10.4,177.36,84.96000000000001,-63.29,175.704,,,,48.45,-11.16,192.67,98.16,-37.9,193.725,,,,87.37,-6.36,221.98,107.86,-7.82,230.549,,,,153.72,17.07,271.52,123.71,54.06,290.93,,,,75.5,-9.07,210.55,105.64,-20.01,216.588,,,,35.85,-11.48,184.95,93.66,-46.44,183.845,,,,124.5,2.88,254.22,115.36,25.96,269.289,,,,173.91,26.58,282.41,129.47,73.1,306.368,,,,197.85,73.98,295.93,137.57,105.83,333.06,,,,164.6,87.66000000000001,269.24,127.37,86.92999999999999,249.635,,,,148.67999999999998,87.7,256.81,122.84,77.85,198.713
2019-02-11,,,,13.66,-10.4,183.06,86.42999999999999,-61.150000000000006,178.303,,,,48.03,-11.16,193.01,100.48,-35.96,195.934,,,,88.27000000000001,-6.36,219.98,110.62,-6.38,229.887,,,,155.14,17.07,268.21000000000004,126.98,55.86,288.9,,,,75.62,-9.07,209.87,108.17000000000002,-19.21,216.932,,,,34.96,-11.48,187.2,96.34,-44.18,188.377,,,,126.07,2.88,249.21,118.69,29.0,268.818,,,,175.25,26.58,280.33000000000004,132.68,74.07000000000001,303.214,,,,198.53,73.98,297.6,138.98,107.95,332.965,,,,165.35,87.66000000000001,270.06,128.54000000000002,89.32,249.242,,,,149.65,87.7,257.13,123.81,80.07,198.644
2019-02-12,,,,13.900000000000002,-10.19,186.74,86.42999999999999,-61.73,179.585,,,,49.82,-9.85,199.34,100.49,-33.1,196.225,,,,90.22,-4.63,227.12,110.57,-2.2,230.16,,,,156.51,18.65,276.09,127.12,58.69,289.035,,,,77.69,-7.5,216.58,108.31,-14.06,217.377,,,,37.13,-10.33,192.62,96.53,-43.580000000000005,188.009,,,,127.53000000000002,4.46,257.79,118.48,31.16,267.719,,,,176.65,28.23,287.67,133.07,77.46,304.331,,,,200.67,75.8,303.82,138.82000000000002,110.07,333.207,,,,167.1,89.4,276.57,128.15,92.49,249.356,,,,151.36,89.29,264.13,123.9,83.63000000000001,198.776
2019-02-13,,,,17.28,-9.51,190.0,86.9,-61.870000000000005,192.877,,,,54.81,-9.9,203.01,101.34,-32.78,208.772,,,,92.77,-4.29,230.98,111.35,-0.75,240.707,,,,157.37,19.53,279.26,127.94,59.21999999999999,296.408,,,,80.78999999999999,-7.6,220.5,108.87,-12.81,229.072,,,,41.09,-10.3,196.12,97.29,-42.91,200.133,,,,128.69,5.89,260.44,119.55,32.629999999999995,273.479,,,,177.25,28.71,291.26,133.72,77.3,312.833,,,,201.68,77.89,307.61,140.16,109.55,342.672,,,,168.63,91.54,280.25,129.51999999999998,91.1,255.733,,,,152.95000000000002,91.46,267.52,124.77,81.96,203.046
2019-02-14,,,,17.419999999999998,-10.489999999999998,185.7,84.61,-62.260000000000005,190.728,,,,53.32,-11.62,196.81,98.97,-34.19,209.314,,,,91.41,-5.63,223.04,109.18,-2.21,239.295,,,,153.91,18.65,269.84,126.28,58.21,292.309,,,,77.75999999999999,-8.88,212.88,106.9,-14.6,228.697,,,,41.120000000000005,-12.12,190.64,94.28,-44.14,201.19,,,,129.5,4.390000000000001,251.79,117.41,31.8,271.255,,,,170.75,28.2,281.32,132.42000000000002,76.1,307.312,,,,200.26,76.35,300.15,138.7,108.48,340.481,,,,166.71,89.84,272.87,128.74,90.07,254.235,,,,151.04999999999998,89.73,260.6,124.14,80.95,202.072
2019-02-15,,,,17.31,-11.2,189.64,85.2,-60.88,192.76,,,,55.13,-11.62,201.7,99.46,-33.73,209.569,,,,93.95,-6.35,227.23,110.89,-3.29,241.251,,,,155.09,17.7,274.29,127.93,55.88999999999999,293.40099999999995,,,,81.85,-9.27,217.49,107.96,-14.87,232.35800000000003,,,,41.46,-12.11,195.69,94.56,-43.11,200.38,,,,127.28,3.83,256.57,119.92,29.29,272.663,,,,174.31,27.01,285.46,133.47,73.92,308.20300000000003,,,,200.04,74.88,303.96000000000004,140.17,105.78,341.765,,,,167.35,87.75,275.84,129.82,85.76,255.165,,,,151.82,87.45,262.54,125.25,75.81,202.64
2019-02-18,,,,20.44,-11.3,188.34,85.16,-61.39,194.106,,,,55.42,-12.39,201.86,99.6,-32.45,213.51,,,,93.54,-6.29,228.88,110.6,-1.86,243.63,,,,155.8,18.16,275.38,127.91,57.17,296.861,,,,82.76,-9.3,218.86,108.12,-13.089999999999998,233.569,,,,41.760000000000005,-12.91,195.55,94.45,-42.68,205.05300000000005,,,,126.93,3.9,257.6,119.73,30.05,275.403,,,,175.79,27.72,286.59,133.54,75.56,312.208,,,,201.65,74.58,305.66,140.17,107.37,343.913,,,,168.87,87.9,278.77,130.17000000000002,86.81,256.399,,,,153.1,87.64999999999999,265.93,126.02,76.27000000000001,203.712
2019-02-19,,,,16.220000000000002,-12.11,185.29,85.83,-62.48,192.275,,,,50.4,-13.0,200.77,98.99,-32.85,213.275,,,,88.64,-7.000000000000001,228.3,109.99,-1.4500000000000002,245.569,,,,153.46,17.51,274.0,127.51,57.17,296.565,,,,76.09,-10.18,218.33,106.94,-12.94,234.816,,,,36.5,-13.39,193.55,94.84,-44.330000000000005,203.025,,,,125.18,3.39,256.43,119.04999999999998,30.29,275.265,,,,173.11,27.11,285.07,133.34,75.51,311.883,,,,199.75,73.48,304.52,140.04000000000002,107.13,344.298,,,,166.12,86.42,277.52,129.95000000000002,87.64,256.821,,,,150.15,86.22999999999999,264.47,125.09,77.66999999999999,203.751
2019-02-20,,,,14.16,-12.14,184.17,88.44999999999999,-63.2,191.019,,,,48.23,-13.750000000000002,197.43,100.86,-33.87,210.647,,,,86.21,-7.76,224.58,110.85,-2.51,240.634,,,,149.67999999999998,16.38,269.14,127.83,55.900000000000006,293.907,,,,74.55000000000001,-10.56,214.65,108.14,-14.07,230.212,,,,35.07,-14.499999999999998,190.13,97.17,-44.83,202.232,,,,120.24,2.3800000000000003,252.04,119.13,29.59,274.37,,,,170.06,25.86,280.01,133.82,73.78,307.908,,,,197.37,72.56,300.18,141.4,106.07,342.856,,,,164.07,84.97,273.17,131.79000000000002,86.61,255.429,,,,147.93,84.76,260.13,127.22,76.64999999999999,202.831
2019-02-21,,,,16.189999999999998,-11.87,182.2,90.36,-61.92999999999999,190.673,,,,50.760000000000005,-13.74,198.39,104.51,-32.12,209.765,,,,88.69,-7.86,225.08,115.21,-0.95,239.347,,,,153.01,15.71,270.18,131.28,57.71,292.86,,,,76.25,-10.9,215.33,112.67,-12.47,229.017,,,,37.71,-14.7,190.78,99.56,-43.23,201.226,,,,124.42,2.19,251.96,122.9,31.07,271.34900000000005,,,,172.75,24.75,281.79,137.09,75.74,308.194,,,,201.11,70.37,300.21,144.36,107.67,341.078,,,,166.97,81.83,273.06,133.48,88.18,254.449,,,,148.23,80.97999999999999,259.67,128.95000000000002,78.19,202.205
