,SD0490FS 2Y1Y BLC Curncy,CDFS0201 BLC Curncy,S0141FS 2Y1Y BLC Curncy,S0514FS 2Y1Y BLC Curncy,SD0302FS 2Y1Y BLC Curncy,NDFS0201 BLC Curncy,SKFS0201 BLC Curncy,CDFS0202 BLC Curncy,S0141FS 2Y2Y BLC Curncy,S0514FS 2Y2Y BLC Curncy,SD0302FS 2Y2Y BLC Curncy,S0141FS 3Y2Y BLC Curncy,S0141FS 7Y3Y BLC Curncy,SD0490FS 5Y5Y BLC Curncy,S0141FS 5Y5Y BLC Curncy,S0514FS 5Y5Y BLC Curncy,CDFS1515 BLC Curncy,S0141FS 15Y15Y BLC Curncy,SD0302FS 15Y15Y BLC Curncy,NDFS1515 BLC Curncy,SKFS1515 BLC Curncy,SD0490FS 20Y10Y BLC Curncy,CDFS2010 BLC Curncy,S0141FS 20Y10Y BLC Curncy,S0514FS 20Y10Y BLC Curncy,SD0302FS 20Y10Y BLC Curncy,NDFS2010 BLC Curncy,SKFS2010 BLC Curncy,RV0001P 2Y BLC Curncy,RV0007P 2Y BLC Curncy,RV0006P 2Y BLC Curncy,RV0002P 2Y BLC Curncy,RV0004P 2Y BLC Curncy,RV0008P 2Y BLC Curncy,RV0005P 2Y BLC Curncy,RV0006P 3Y BLC Curncy,RV0002P 3Y BLC Curncy,RV0004P 3Y BLC Curncy,RV0008P 3Y BLC Curncy,RV0005P 3Y BLC Curncy,YM1 Comdty,RV0001P 5Y BLC Curncy,RV0007P 5Y BLC Curncy,RV0006P 5Y BLC Curncy,RV0002P 5Y BLC Curncy,RV0004P 5Y BLC Curncy,RV0008P 5Y BLC Curncy,RV0005P 5Y BLC Curncy,GTAUD5Y Govt,GTNZD5Y Govt,RV0001P 7Y BLC Curncy
,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last
2023-12-01,3.4222,3.4535,3.7965,2.20533,4.1585,4.4166,2.4677,3.3678,3.7218,2.23653,4.2391,3.6213,3.873,3.8176,3.7719,2.76631,3.2054,3.833,4.3224,5.3496,2.2362,3.1309,2.8198,3.6969,2.2148,3.9472,5.3653,2.0933,4.5369,3.9971,4.3722,2.6276,2.763,2.9326,3.1716,4.175,2.3877,2.6512,2.8751,3.1535,95.92,4.1822,3.4508,4.0061,2.2124,2.5923,2.8993,3.3904,4.1414,4.838,4.2058
2023-12-04,3.4861,3.4645,3.8955,2.18933,4.2335,4.3555,2.3341,3.3865,3.8205,2.24116,4.2874,3.6944,3.9156,3.8361,3.8134,2.72815,3.2347,3.8589,4.3268,5.2637,2.1523,3.1233,2.8541,3.7223,2.16784,3.9572,5.2787,2.0213,4.6216,4.0459,4.4449,2.6368,2.7733,2.9522,3.1891,4.2594,2.3942,2.6605,2.8933,3.1774,95.96,4.2619,3.4784,4.0773,2.2193,2.5994,2.9113,3.4322,4.0996,4.785,4.2746
2023-12-05,3.4013,3.3977,3.7456,2.07993,4.0495,4.2126,2.2738,3.2956,3.6633,2.12706,4.1187,3.53,3.7171,3.7212,3.6211,2.60582,3.1297,3.6902,4.1889,5.129,2.0166,3.0184,2.7698,3.5563,1.99815,3.8292,5.0958,1.8504,4.5638,3.9893,4.3361,2.5557,2.687,2.8709,3.1308,4.1396,2.3137,2.5639,2.8022,3.1051,96.0,4.1884,3.3982,3.9442,2.1354,2.5054,2.8254,3.3411,4.0558,4.771,4.1917
2023-12-06,3.355,3.3334,3.677,2.06972,4.014,4.3096,2.2726,3.2291,3.5989,2.10777,4.0625,3.4671,3.6001,3.6234,3.513,2.55444,3.0878,3.5576,4.1131,5.1355,1.9292,2.9374,2.705,3.4236,1.93892,3.7479,5.1444,1.7295,4.5765,3.9844,4.2973,2.5578,2.6674,2.8389,3.1389,4.0955,2.3034,2.5395,2.7787,3.1027,96.11,4.154,3.3468,3.8847,2.1079,2.4634,2.7891,3.3184,3.9352,4.717,4.1416
2023-12-07,3.3995,3.3338,3.6859,2.03071,4.0473,4.3548,2.2597,3.2304,3.6092,2.06622,4.1057,3.4816,3.6283,3.6774,3.5385,2.55961,3.1155,3.5644,4.1712,5.0818,1.9056,2.9652,2.7452,3.4299,1.97534,3.7927,5.046,1.7258,4.5772,3.9822,4.3263,2.5454,2.6613,2.832,3.12,4.1274,2.2879,2.5163,2.7678,3.0797,96.07,4.1847,3.3492,3.9094,2.0848,2.4326,2.7722,3.3034,3.9719,4.742,4.1802
2023-12-08,3.5239,3.4339,3.7559,2.11622,4.1701,4.4096,2.3057,3.3282,3.6737,2.13538,4.2246,3.5372,3.712,3.7266,3.6189,2.61969,3.1104,3.6189,4.2171,5.1169,1.9614,2.9742,2.7201,3.4827,1.99984,3.8364,5.0826,1.8013,4.7029,4.0809,4.4101,2.6386,2.7641,2.9407,3.2559,4.2112,2.3797,2.6241,2.8775,3.2168,96.09,4.2909,3.4504,3.9867,2.1825,2.5421,2.8795,3.4363,3.9548,4.783,4.2722
2023-12-11,3.5392,3.4451,3.7997,2.11049,4.1261,4.4135,2.2934,3.339,3.7214,2.14513,4.1776,3.5855,3.7383,3.7287,3.6496,2.62602,3.1185,3.6372,4.1646,5.1384,1.979,2.9946,2.7234,3.4993,1.99753,3.8,5.1027,1.8079,4.6887,4.1251,4.4329,2.6438,2.7718,2.9492,3.2524,4.2426,2.3818,2.629,2.884,3.2152,96.038,4.2941,3.4902,4.0199,2.181,2.548,2.8856,3.4367,4.0019,4.809,4.2762
2023-12-12,3.5021,3.4654,3.6656,2.12605,4.1054,4.3557,2.2536,3.3411,3.5969,2.13543,4.1457,3.4842,3.6606,3.6882,3.5723,2.55392,3.1232,3.606,4.1348,5.0534,1.9494,2.9772,2.7385,3.477,1.93664,3.7747,5.0381,1.7804,4.7172,4.1534,4.3574,2.6485,2.7862,2.9614,3.2581,4.1464,2.3751,2.6277,2.8809,3.2102,96.048,4.2705,3.4944,3.9252,2.1644,2.5271,2.8637,3.4066,3.9924,4.8,4.2474
2023-12-13,3.2771,3.2739,3.4954,2.07416,3.8811,4.0411,2.1977,3.1691,3.4206,2.08534,3.9561,3.303,3.498,3.5806,3.4055,2.4673,3.0384,3.4682,4.0097,4.9119,1.8312,2.9172,2.6665,3.3379,1.90383,3.6744,4.8674,1.6647,4.4173,3.884,4.1989,2.5972,2.7321,2.9115,3.2083,3.987,2.3246,2.5756,2.8204,3.1525,96.056,4.0192,3.2888,3.7719,2.1226,2.4768,2.8,3.3384,3.9771,4.711,4.026
2023-12-14,3.2026,3.1958,3.3981,1.9379,3.8867,3.9287,2.0556,3.0841,3.3292,2.01783,3.9343,3.2312,3.5199,3.426,3.4089,2.4523,2.892,3.4579,3.9768,4.8424,1.8561,2.7612,2.5301,3.3227,1.93428,3.6361,4.798,1.6691,4.3762,3.8182,4.1502,2.5032,2.6317,2.7877,3.0439,3.9051,2.2291,2.4656,2.7004,2.9794,96.244,3.9539,3.1996,3.7056,2.0361,2.3763,2.6836,3.176,3.7944,4.417,3.9483
2023-12-15,3.1938,3.1962,3.3013,1.85515,3.8293,3.94,1.9815,3.0669,3.2245,1.89356,3.893,3.1178,3.3751,3.4003,3.2748,2.34573,2.8309,3.3109,3.9458,4.8682,1.8361,2.7239,2.4752,3.1806,1.83961,3.6121,4.8186,1.7046,4.4331,3.852,4.0952,2.4575,2.5847,2.7349,3.0267,3.8389,2.1657,2.3946,2.6371,2.9517,96.23,3.961,3.1978,3.6217,1.9617,2.2953,2.6096,3.135,3.8211,4.428,3.9514
2023-12-18,3.2207,3.2238,3.2619,1.92369,3.8606,3.9053,1.9865,3.0981,3.2029,1.95567,3.8775,3.1113,3.3565,3.4222,3.2499,2.42723,2.8707,3.2967,3.9252,4.8213,1.8008,2.7626,2.507,3.1688,1.91212,3.6001,4.7772,1.6567,4.4323,3.8923,4.1283,2.4896,2.6187,2.7933,3.0308,3.857,2.2045,2.4334,2.6861,2.9575,96.33,3.9803,3.2379,3.6374,2.0068,2.3373,2.6629,3.1508,3.735,4.401,3.9671
2023-12-19,3.2321,3.2053,3.1901,1.8716,3.8573,3.9107,1.9333,3.0664,3.1304,1.90223,3.8948,3.0423,3.3277,3.4186,3.215,2.34783,2.8755,3.2973,3.9007,4.7744,1.7113,2.7479,2.5098,3.1692,1.85759,3.5746,4.7306,1.5253,4.4317,3.8903,4.0786,2.4482,2.5819,2.7464,2.9475,3.7847,2.157,2.375,2.6168,2.8569,96.27,3.9844,3.2179,3.5666,1.9575,2.2719,2.5863,3.0362,3.7936,4.417,3.9687
2023-12-20,3.1223,3.073,3.0295,1.8235,3.7384,3.7964,1.8999,2.9505,2.984,1.85167,3.788,2.9229,3.2301,3.3448,3.1177,2.29561,2.8284,3.2433,3.8237,4.6946,1.7123,2.729,2.4648,3.1154,1.79295,3.5015,4.6511,1.5568,4.3189,3.7917,3.8833,2.4079,2.5114,2.6894,2.8979,3.6266,2.1119,2.3257,2.557,2.8113,96.33,3.8915,3.1202,3.4086,1.9155,2.2257,2.5309,2.9978,3.7337,4.358,3.8798
2023-12-21,3.1434,3.1047,2.9979,1.81044,3.7861,3.8414,1.952,2.9956,2.9569,1.83861,3.8299,2.9026,3.2784,3.4077,3.1526,2.32036,2.9292,3.2761,3.8832,4.7851,1.6813,2.7604,2.5721,3.1438,1.83761,3.563,4.7363,1.4857,4.3328,3.8366,3.8533,2.3898,2.5033,2.6888,2.8892,3.5989,2.0944,2.3053,2.536,2.7978,96.37,3.9188,3.1704,3.3941,1.8936,2.2045,2.5118,2.9875,3.6975,4.276,3.9147
2023-12-22,3.1431,3.1663,2.9485,1.77964,3.7248,3.8127,1.9701,3.077,2.9122,1.82333,3.8161,2.8571,3.2452,3.4407,3.113,2.32775,3.0017,3.2642,3.8356,4.787,1.839,2.798,2.6492,3.1212,1.83841,3.5198,4.7507,1.7176,4.3018,3.8649,3.7964,2.3374,2.4458,2.6316,2.7995,3.5567,2.0636,2.2697,2.4282,2.7071,96.38,3.915,3.2407,3.3512,1.8654,2.1769,2.4519,2.9134,3.6942,4.303,3.9193
2023-12-25,3.1431,3.1643,2.9463,1.77964,3.7248,3.8127,1.9697,3.0754,2.9105,1.82333,3.7751,2.8549,3.2449,3.4407,3.1131,2.32775,3.0016,3.2642,3.8426,4.7795,1.8391,2.798,2.649,3.1212,1.83841,3.5222,4.736,1.7177,4.2916,3.8462,3.7794,2.3213,2.4307,2.6167,2.7899,3.5476,2.0536,2.2612,2.4215,2.7031,,3.9114,3.2347,3.346,1.8601,2.1725,2.4495,2.9133,3.6942,,3.9168
2023-12-26,3.144,3.1666,2.9463,1.77964,3.7314,3.8127,1.9535,3.0657,2.9105,1.82333,3.777,2.8549,3.2449,3.4255,3.1131,2.32774,3.0033,3.2642,3.8519,4.7845,1.7682,2.7829,2.6477,3.1212,1.8384,3.531,4.7462,1.6103,4.3233,3.8459,3.7792,2.3213,2.4307,2.6167,2.7897,3.5475,2.0537,2.2613,2.4214,2.7032,,3.9254,3.2346,3.346,1.8602,2.1725,2.4495,2.9133,,,3.9239
2023-12-27,3.0494,3.0418,2.8847,1.73356,3.6073,3.6356,1.9459,2.9467,2.8397,1.76514,3.6487,2.7811,3.1688,3.3181,3.0379,2.25242,2.8949,3.2089,3.7367,4.6108,1.7338,2.7227,2.5556,3.0817,1.79808,3.4221,4.5731,1.6063,4.2594,3.7789,3.7229,2.3054,2.3976,2.6008,2.7857,3.4941,2.0171,2.2219,2.4395,2.6934,96.42,3.8282,3.13,3.2827,1.8084,2.1164,2.4286,2.8808,3.6524,4.241,3.822
2023-12-28,3.082,3.0643,2.937,1.73802,3.6944,3.6318,1.947,2.969,2.8987,1.80489,3.7263,2.8463,3.2457,3.3621,3.1131,2.30636,2.9404,3.2996,3.7834,4.5928,1.7002,2.743,2.5892,3.1731,1.85913,3.4617,4.5552,1.5175,4.2932,3.7971,3.755,2.2953,2.394,2.6205,2.8278,3.5295,2.0237,2.2362,2.488,2.7463,96.47,3.8744,3.1481,3.3317,1.8316,2.1606,2.4807,2.9553,3.593,4.15,3.8727
2023-12-29,3.0779,3.0482,2.9784,1.77342,3.7285,3.6579,1.9688,2.9485,2.9288,1.86839,3.7409,2.8719,3.3267,3.409,3.1889,2.40142,2.97,3.329,3.7807,4.6094,1.7663,2.7637,2.6475,3.2023,1.91403,3.4494,4.5726,1.6144,4.2632,3.7614,3.7362,2.3243,2.4119,2.6559,2.8602,3.5232,2.0546,2.2768,2.5272,2.7881,96.43,3.8827,3.1211,3.3443,1.9021,2.2198,2.5433,3.0177,3.6356,4.176,3.9003
2024-01-01,3.0779,3.0525,2.9821,1.77342,3.6754,3.6594,1.9686,2.9503,2.9302,1.86839,3.7301,2.8699,3.3264,3.409,3.189,2.40142,2.9695,3.3287,3.7876,4.6109,1.7663,2.7637,2.6468,3.2018,1.91403,3.4561,4.5732,1.6143,4.2528,3.748,3.7245,2.3134,2.4016,2.6475,2.8536,3.516,2.0462,2.2703,2.5227,2.7855,,3.8789,3.116,3.3401,1.8982,2.2166,2.5415,3.0179,3.6356,,3.8976
2024-01-02,3.171,3.1047,3.042,1.85399,3.7269,3.7243,1.9973,3.0072,3.0014,1.90202,3.764,2.9576,3.4724,3.4257,3.3247,2.43744,3.0245,3.4925,3.85,4.694,1.8262,2.7843,2.685,3.3569,1.94285,3.5034,4.6559,1.6693,4.3258,3.8156,3.8127,2.3595,2.4687,2.6982,2.8898,3.6016,2.1002,2.3277,2.5789,2.8287,96.4,3.9446,3.1862,3.4423,1.9442,2.2746,2.5927,3.0675,3.6679,4.176,3.9526
2024-01-03,3.1598,3.1172,2.9998,1.76417,3.7524,3.7559,1.9962,3.0043,2.9844,1.83139,3.804,2.9645,3.4422,3.4346,3.3001,2.38963,3.047,3.5166,3.8742,4.7529,1.7902,2.8354,2.7182,3.3886,1.88671,3.5248,4.7149,1.6193,4.3276,3.8323,3.848,2.3215,2.4474,2.6647,2.8851,3.639,2.0554,2.2948,2.5555,2.8316,96.33,3.9325,3.1899,3.4811,1.8972,2.2397,2.5598,3.0627,3.7342,4.282,3.9399
2024-01-04,3.27,3.196,3.1642,1.93242,3.858,3.8834,2.0986,3.1066,3.1347,1.97961,3.9105,3.1041,3.5565,3.5254,3.4181,2.47018,3.1061,3.597,3.9456,4.8672,1.8914,2.9013,2.7818,3.4683,1.94245,3.5917,4.8287,1.7041,4.3821,3.9183,3.9496,2.438,2.5781,2.7743,3.0008,3.7446,2.1701,2.423,2.6667,2.9541,96.33,4.0089,3.2878,3.5893,2.0155,2.3673,2.6696,3.1845,3.7353,4.31,4.0172
2024-01-05,3.3057,3.2324,3.268,1.99183,3.9378,3.8951,2.1609,3.1295,3.2376,2.03933,3.9983,3.2034,3.6057,3.5859,3.4788,2.4941,3.1417,3.6303,3.971,4.7385,1.9278,2.9368,2.8041,3.5072,1.97828,3.6274,4.8281,1.7431,4.3839,3.9194,4.0065,2.4822,2.6239,2.8147,3.0415,3.8193,2.2089,2.4685,2.7078,2.9943,96.26,4.0375,3.2971,3.6622,2.0574,2.4112,2.7143,3.2265,3.8062,4.362,4.0537
2024-01-08,3.3112,3.2411,3.2189,1.93411,3.9106,3.8653,2.1796,3.1342,3.2036,1.98933,3.9498,3.1896,3.6034,3.5946,3.4669,2.50571,3.1122,3.6331,3.9685,4.8594,1.8825,2.9388,2.7852,3.5146,1.93604,3.6127,4.8213,1.7138,4.3649,3.8975,3.9834,2.459,2.601,2.7809,3.0153,3.8031,2.1815,2.4443,2.6788,2.9661,96.22,4.0161,3.2811,3.6366,2.032,2.3787,2.6913,3.2057,3.8423,4.402,4.034
2024-01-09,3.2905,3.2283,3.232,2.00519,3.8436,3.8559,2.1674,3.1266,3.1984,2.05476,3.8975,3.163,3.6087,3.5764,3.4711,2.54524,3.0927,3.6367,3.9535,4.8673,1.9759,2.9443,2.7554,3.5182,1.97352,3.5965,4.829,1.7832,4.3539,3.8765,3.9845,2.5099,2.6554,2.8242,3.076,3.806,2.2355,2.4971,2.7235,3.0263,96.29,3.9958,3.2692,3.6395,2.0905,2.44,2.7386,3.2513,3.7762,4.329,4.0145
2024-01-10,3.284,3.2557,3.2789,2.0247,3.9306,3.9254,2.198,3.16,3.232,2.08092,3.9709,3.1775,3.6115,3.5913,3.4783,2.56221,3.1143,3.6543,4.0135,4.9295,1.9692,2.9602,2.803,3.5288,1.96001,3.6504,4.8911,1.7705,4.3449,3.8996,3.9909,2.5524,2.6982,2.8565,3.0941,3.8222,2.2803,2.5377,2.7553,3.0412,96.28,3.9997,3.3001,3.6723,2.1278,2.468,2.7645,3.2472,3.7877,4.376,4.024
2024-01-11,3.1913,3.1913,3.2847,2.04072,3.7774,3.8944,2.1687,3.1084,3.2584,2.07543,3.859,3.2432,3.6677,3.5637,3.5275,2.5488,3.1504,3.69,3.9652,4.8935,1.9555,2.9517,2.8455,3.5716,1.99095,3.6005,4.8549,1.7578,4.2329,3.8359,3.9936,2.5349,2.6797,2.8317,3.0453,3.8424,2.2644,2.5186,2.7346,2.9907,96.29,3.905,3.2536,3.6765,2.1138,2.4447,2.7446,3.1999,3.7781,4.384,3.946
2024-01-12,3.1609,3.1717,3.2001,1.95533,3.766,3.8523,2.1041,3.1046,3.1701,2.0141,3.854,3.1478,3.6341,3.5442,3.4958,2.52359,3.1729,3.6687,4.0071,4.9062,1.8944,2.9584,2.8713,3.537,1.98534,3.6509,4.8737,1.6671,4.1388,3.8066,3.9003,2.4287,2.5794,2.7217,2.9427,3.7379,2.171,2.4225,2.6418,2.8938,96.35,3.8579,3.2262,3.5815,2.0365,2.3747,2.6712,3.1094,3.7265,4.29,3.9091
2024-01-15,3.1609,3.1673,3.1549,1.97163,3.8497,3.8392,2.1361,3.095,3.1487,2.04219,3.9219,3.1424,3.6769,3.5442,3.5306,2.5429,3.1481,3.7042,4.0714,4.9399,1.9638,2.9584,2.8276,3.592,1.9865,3.7133,4.9076,1.7977,4.1284,3.7926,3.916,2.4934,2.6444,2.7854,2.9924,3.7427,2.2318,2.4866,2.7024,2.9538,96.37,3.8544,3.214,3.5926,2.0978,2.4328,2.7264,3.1757,3.7127,4.252,3.9067
2024-01-16,3.2581,3.2963,3.1746,2.0284,3.9236,3.8595,2.101,3.2198,3.1682,2.07797,3.9936,3.1682,3.7314,3.6818,3.5745,2.57935,3.2691,3.7901,4.1178,5.0102,1.9762,3.0672,2.9349,3.6926,2.01857,3.7624,4.9781,1.7987,4.2052,3.91,3.9169,2.503,2.6534,2.795,2.9929,3.7339,2.2426,2.5001,2.7124,2.961,96.3,3.9579,3.342,3.5876,2.1208,2.4449,2.7381,3.1906,3.7802,4.287,4.0181
2024-01-17,3.3714,3.3845,3.4339,2.10884,4.0457,3.898,2.2599,3.3076,3.4026,2.13956,4.0879,3.3614,3.8339,3.6805,3.6952,2.59651,3.2876,3.8688,4.1624,5.0465,2.0291,3.0568,2.9461,3.7512,1.93525,3.8051,5.014,1.8578,4.3421,4.0622,4.1545,2.5986,2.7435,2.8902,3.1325,3.9759,2.3387,2.595,2.8117,3.101,96.24,4.0514,3.4562,3.8159,2.2091,2.5385,2.8362,3.319,3.8367,4.312,4.0897
2024-01-18,3.3998,3.43,3.3739,2.15022,4.0667,3.9199,2.2945,3.3634,3.334,2.19465,4.1213,3.293,3.8048,3.7479,3.6561,2.65987,3.3673,3.8578,4.2071,5.1039,2.0921,3.1188,3.0336,3.7391,1.98568,3.8464,5.0649,1.9055,4.3353,4.0771,4.0787,2.5889,2.7325,2.8834,3.1063,3.9036,2.3419,2.5944,2.8065,3.0714,96.18,4.0693,3.4891,3.7425,2.2247,2.5554,2.8403,3.3071,3.8908,4.413,4.1186
2024-01-19,3.41,3.499,3.4093,2.16576,4.0739,3.9503,2.369,3.415,3.3601,2.1927,4.114,3.2928,3.7566,3.7133,3.6237,2.61381,3.3754,3.8191,4.2247,5.1575,2.1488,3.0707,3.0407,3.6994,1.91577,3.8773,5.1082,2.0187,4.3702,4.1073,4.104,2.6413,2.778,2.9134,3.1224,3.9292,2.3837,2.6275,2.8283,3.0757,96.16,4.0726,3.5127,3.7568,2.2506,2.5677,2.8445,3.2945,3.9127,4.46,4.1079
2024-01-22,3.3753,3.4362,3.4157,2.10128,3.984,3.8603,2.2985,3.3519,3.3524,2.15139,4.0417,3.2959,3.7466,3.7084,3.6048,2.58729,3.3655,3.7935,4.1442,5.0955,2.0831,3.0752,3.0281,3.6788,1.92732,3.7915,5.0286,1.8919,4.3692,4.0918,4.0969,2.588,2.7181,2.8719,3.0719,3.9248,2.3315,2.5687,2.7868,3.0274,96.19,4.0477,3.4756,3.7521,2.1938,2.5132,2.7987,3.2383,3.877,4.403,4.0844
2024-01-23,3.3829,3.4662,3.4979,2.15554,3.9606,3.8532,2.3238,3.3795,3.4495,2.20611,4.0305,3.3835,3.7969,3.7479,3.6668,2.66638,3.3872,3.8271,4.1184,5.0284,2.1005,3.1193,3.0294,3.7103,2.01074,3.7522,4.9911,1.9246,4.3483,4.0611,4.1851,2.6098,2.7417,2.9041,3.1102,4.0093,2.3624,2.6041,2.8236,3.0724,96.24,4.0597,3.472,3.8367,2.2369,2.5632,2.8523,3.2974,3.8265,4.369,4.1038
2024-01-24,3.4402,3.4752,3.5333,2.09567,4.0239,3.9368,2.3454,3.4153,3.4688,2.15955,4.0784,3.3969,3.794,3.7954,3.6623,2.65045,3.4379,3.8485,4.1547,5.1175,2.1338,3.1594,3.0852,3.7312,2.01912,3.7875,5.08,1.9603,4.3899,4.0393,4.217,2.6052,2.735,2.8907,3.1048,4.051,2.3594,2.6001,2.8135,3.0617,96.22,4.1073,3.4994,3.8656,2.2278,2.5522,2.8409,3.286,3.8491,4.417,4.1483
2024-01-25,3.3556,3.4282,3.4907,2.05368,3.9524,3.9703,2.2675,3.3695,3.4543,2.11373,3.9888,3.404,3.8247,3.7662,3.6885,2.61019,3.4473,3.8738,4.1065,5.0988,2.0532,3.1423,3.0822,3.7574,2.01491,3.717,5.0613,1.865,4.3007,4.0163,4.1739,2.5183,2.6463,2.7924,2.998,4.0057,2.2801,2.5137,2.7255,2.9567,96.22,4.028,3.4654,3.8231,2.1602,2.4822,2.763,3.1949,3.8511,4.434,4.0822
2024-01-26,3.3931,3.492,3.4514,2.06938,3.9481,3.9517,2.3173,3.4349,3.4187,2.1148,4.0265,3.3744,3.8133,3.7627,3.6772,2.60656,3.4487,3.8662,4.116,5.1735,2.1127,3.1227,3.0751,3.7458,2.02847,3.7654,5.0806,1.9455,4.3532,4.0683,4.1458,2.5339,2.6571,2.7891,2.9859,3.9765,2.2942,2.5205,2.7234,2.9463,96.26,4.065,3.5225,3.7997,2.1711,2.4903,2.7657,3.1883,3.8511,4.393,4.1121
2024-01-29,3.3389,3.4413,3.3621,2.00186,3.865,3.9411,2.2758,3.3646,3.3267,2.04517,3.9456,3.2854,3.7437,3.6929,3.6052,2.55949,3.3771,3.8223,4.0575,5.0729,2.1048,3.0885,3.0068,3.7152,2.01153,3.6983,5.0355,1.9167,4.3145,4.0236,4.0553,2.472,2.5909,2.7183,2.9112,3.892,2.2285,2.4501,2.6531,2.8698,96.27,4.0079,3.4565,3.7092,2.0995,2.4119,2.6909,3.1063,3.8054,4.423,4.0471
2024-01-30,3.3343,3.4304,3.417,2.03783,3.9654,3.9305,2.2842,3.3313,3.3696,2.08352,3.9467,3.3079,3.7341,3.618,3.603,2.56606,3.2991,3.8079,4.0214,5.0486,2.1363,3.0098,2.9251,3.6916,2.01954,3.6689,5.0069,1.9711,4.3301,4.0428,4.1256,2.5207,2.6327,2.761,2.9768,3.9548,2.2704,2.4929,2.6975,2.9392,96.31,3.9916,3.4332,3.7578,2.1391,2.4572,2.7351,3.1697,3.7544,4.403,4.0176
2024-01-31,3.1656,3.3346,3.2909,1.93793,3.639,3.8446,2.1856,3.2436,3.2395,1.97521,3.728,3.184,3.6615,3.5122,3.5221,2.48524,3.265,3.75,3.8769,4.9449,2.0087,2.9555,2.9135,3.6328,1.95965,3.5147,4.9025,1.837,4.1963,3.9508,4.0095,2.4091,2.5305,2.6642,2.9112,3.8335,2.1617,2.3858,2.6033,2.8694,96.46,3.8556,3.3341,3.6411,2.0258,2.3471,2.6437,3.0958,3.6081,4.37,3.8857
2024-02-01,3.1622,3.2604,3.2312,1.95231,3.6882,3.828,2.1414,3.1754,3.2003,1.9984,3.7589,3.1599,3.6253,3.4715,3.4829,2.44717,3.2031,3.738,3.885,4.9633,1.984,2.8987,2.833,3.6235,1.92817,3.5248,4.9206,1.8063,4.1976,3.9238,3.9856,2.4551,2.5704,2.6991,2.9623,3.7975,2.1897,2.4242,2.6318,2.9123,96.46,3.8365,3.2841,3.5919,2.0338,2.371,2.6603,3.1181,3.6129,4.335,3.8621
2024-02-02,3.3383,3.405,3.4439,2.0402,3.8096,3.8,2.2138,3.3118,3.3869,2.07131,3.8517,3.3266,3.7524,3.5761,3.6061,2.51251,3.2452,3.8263,3.987,4.9396,2.055,2.9601,2.8742,3.7159,1.95645,3.6294,4.8924,1.9136,4.3639,4.0525,4.2006,2.5651,2.682,2.8095,3.0662,4.0043,2.3019,2.5336,2.7408,3.0136,96.48,4.0087,3.4141,3.8001,2.146,2.474,2.7623,3.2126,3.5943,4.329,4.0239
2024-02-05,3.4863,3.5189,3.5373,2.10598,3.9166,3.9187,2.2972,3.4354,3.4986,2.13647,3.9692,3.4556,3.8157,3.7052,3.6815,2.60426,3.3224,3.8908,4.014,5.0339,2.0783,3.036,2.9312,3.7787,2.0204,3.6524,4.9934,1.8993,4.465,4.1477,4.2935,2.6102,2.7222,2.8664,3.1179,4.0998,2.3563,2.5826,2.7901,3.0681,96.35,4.1429,3.5381,3.8924,2.2143,2.5329,2.8184,3.2746,3.7215,4.443,4.1625
2024-02-06,3.4041,3.4453,3.5121,2.12023,3.8312,3.9621,2.3113,3.349,3.4463,2.11096,3.8884,3.3581,3.7513,3.6561,3.6216,2.58646,3.2848,3.8339,3.9745,5.0857,2.0721,3.0079,2.9022,3.7203,1.98798,3.618,5.0429,1.8758,4.3923,4.0751,4.2397,2.5904,2.7049,2.8454,3.0978,4.0458,2.3357,2.569,2.7681,3.0474,96.33,4.0711,3.4552,3.841,2.1921,2.5218,2.7939,3.2487,3.7404,4.443,4.0961
2024-02-07,3.4444,3.4904,3.5419,2.11691,3.8579,4.0607,2.3136,3.3904,3.4775,2.15567,3.9257,3.3927,3.7838,3.665,3.6562,2.59627,3.3215,3.8482,4.0561,5.1612,2.1646,3.0398,2.937,3.7359,2.05281,3.6962,5.1234,2.0343,4.4148,4.1301,4.2347,2.6207,2.7435,2.8753,3.1329,4.0646,2.3676,2.619,2.7981,3.0837,96.37,4.0939,3.514,3.8699,2.2188,2.5569,2.8242,3.2844,3.6982,4.545,4.1195
2024-02-08,3.5049,3.5714,3.6333,2.17649,3.8559,4.0866,2.3709,3.4786,3.5715,2.19584,3.9185,3.4806,3.8311,3.7175,3.7058,2.64025,3.3683,3.8792,4.0568,5.1664,2.1698,3.0531,2.9829,3.7668,2.04595,3.7033,5.1284,2.0169,4.4435,4.1929,4.3111,2.6559,2.7785,2.9129,3.173,4.1308,2.4106,2.6536,2.8392,3.1298,96.35,4.1419,3.5855,3.9439,2.2622,2.5973,2.8707,3.3301,3.7173,4.565,4.1653
