,SD0490FS 2Y1Y BLC Curncy,CDFS0201 BLC Curncy,S0141FS 2Y1Y BLC Curncy,S0514FS 2Y1Y BLC Curncy,SD0302FS 2Y1Y BLC Curncy,NDFS0201 BLC Curncy,SKFS0201 BLC Curncy,CDFS0202 BLC Curncy,S0141FS 2Y2Y BLC Curncy,S0514FS 2Y2Y BLC Curncy,SD0302FS 2Y2Y BLC Curncy,S0141FS 3Y2Y BLC Curncy,S0141FS 7Y3Y BLC Curncy,SD0490FS 5Y5Y BLC Curncy,S0141FS 5Y5Y BLC Curncy,S0514FS 5Y5Y BLC Curncy,CDFS1515 BLC Curncy,S0141FS 15Y15Y BLC Curncy,SD0302FS 15Y15Y BLC Curncy,NDFS1515 BLC Curncy,SKFS1515 BLC Curncy,SD0490FS 20Y10Y BLC Curncy,CDFS2010 BLC Curncy,S0141FS 20Y10Y BLC Curncy,S0514FS 20Y10Y BLC Curncy,SD0302FS 20Y10Y BLC Curncy,NDFS2010 BLC Curncy,SKFS2010 BLC Curncy,RV0001P 2Y BLC Curncy,RV0007P 2Y BLC Curncy,RV0006P 2Y BLC Curncy,RV0002P 2Y BLC Curncy,RV0004P 2Y BLC Curncy,RV0008P 2Y BLC Curncy,RV0005P 2Y BLC Curncy,RV0006P 3Y BLC Curncy,RV0002P 3Y BLC Curncy,RV0004P 3Y BLC Curncy,RV0008P 3Y BLC Curncy,RV0005P 3Y BLC Curncy,YM1 Comdty,RV0001P 5Y BLC Curncy,RV0007P 5Y BLC Curncy,RV0006P 5Y BLC Curncy,RV0002P 5Y BLC Curncy,RV0004P 5Y BLC Curncy,RV0008P 5Y BLC Curncy,RV0005P 5Y BLC Curncy,GTAUD5Y Govt,GTNZD5Y Govt,RV0001P 7Y BLC Curncy
,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last,px_last
2020-08-31,0.0376,0.7324,-0.051,-0.5912,0.321,0.1024,0.0891,0.8372,0.0089,-0.57159,0.3993,0.12,0.4957,0.854,0.4214,-0.13011,1.6857,0.4686,1.5296,1.5344,0.6651,0.9403,1.5549,0.4233,-0.06156,1.4702,1.5344,0.5323,0.1347,0.2545,-0.0591,-0.6644,-0.5974,-0.4469,-0.0342,-0.0777,-0.6869,-0.5843,-0.3581,0.135,99.68,0.2851,0.3682,-0.0052,-0.6415,-0.4929,-0.1639,0.5377,0.4195,0.142,0.4952
2020-09-01,0.0265,0.7137,-0.066,-0.60868,0.3006,0.0655,0.0944,0.8069,-0.018,-0.59339,0.3839,0.0872,0.4821,0.7985,0.4063,-0.1381,1.6094,0.4533,1.4659,1.5134,0.652,0.8668,1.4738,0.4107,-0.0656,1.4018,1.5134,0.51,0.1353,0.2433,-0.088,-0.687,-0.6155,-0.4523,-0.0816,-0.1068,-0.7145,-0.6062,-0.3716,0.0869,99.685,0.2694,0.3325,-0.0327,-0.668,-0.5213,-0.1807,0.4831,0.414,0.123,0.4667
2020-09-02,0.0416,0.7121,-0.0858,-0.64262,0.2873,0.0804,0.0552,0.7987,-0.0465,-0.62553,0.3662,0.0505,0.3993,0.7666,0.3295,-0.19782,1.561,0.4001,1.4264,1.5027,0.5931,0.8344,1.4157,0.3601,-0.13824,1.3538,1.5027,0.4477,0.1357,0.2408,-0.1047,-0.7116,-0.6359,-0.4665,-0.1054,-0.1254,-0.7427,-0.6396,-0.4044,0.0557,99.69,0.2663,0.3248,-0.0676,-0.7097,-0.5699,-0.2295,0.4377,0.407,0.13,0.4525
2020-09-03,0.0294,0.7158,-0.0861,-0.64406,0.2902,0.0825,0.0234,0.8019,-0.0404,-0.63423,0.3563,0.0587,0.4091,0.743,0.3339,-0.22338,1.5684,0.3719,1.4187,1.4974,0.5442,0.8169,1.4323,0.3273,-0.17943,1.3703,1.4974,0.4022,0.1303,0.243,-0.0837,-0.7236,-0.6465,-0.4722,-0.0989,-0.1069,-0.754,-0.6524,-0.4149,0.0581,99.7,0.2621,0.3227,-0.0538,-0.721,-0.5763,-0.2418,0.4399,0.391,0.124,0.4399
2020-09-04,0.0604,0.7481,-0.0604,-0.63916,0.2652,0.065,0.0289,0.8367,-0.012,-0.6227,0.3601,0.092,0.4477,0.8379,0.3724,-0.18126,1.6312,0.4042,1.4948,1.4605,0.5564,0.9449,1.4852,0.3608,-0.14005,1.4456,1.4605,0.4168,0.147,0.2525,-0.0639,-0.7139,-0.6432,-0.4664,-0.0691,-0.0861,-0.7437,-0.6313,-0.4011,0.0909,99.705,0.314,0.3636,-0.0325,-0.7043,-0.5603,-0.2163,0.4794,0.3835,0.077,0.5072
2020-09-07,0.0623,0.7468,-0.0823,-0.64327,0.2927,0.0649,0.0378,0.8351,-0.0371,-0.62246,0.3813,0.0608,0.4401,0.8278,0.3703,-0.18316,1.631,0.3899,1.4742,1.4869,0.5911,0.9392,1.4869,0.3418,-0.13046,1.398,1.4869,0.4828,,0.2532,-0.0799,-0.7125,-0.6332,-0.459,-0.0397,-0.1052,-0.7416,-0.6201,-0.3922,0.1263,99.695,,0.3646,-0.0547,-0.7011,-0.5585,-0.2083,0.5166,0.395,0.088,
2020-09-08,0.0362,0.7235,-0.1096,-0.65122,0.2852,0.0179,0.0215,0.8149,-0.0785,-0.64206,0.3789,0.0241,0.3828,0.7869,0.3155,-0.21796,1.6078,0.3296,1.413,1.4501,0.5634,0.855,1.4659,0.2849,-0.16078,1.3406,1.4501,0.4341,0.1432,0.2471,-0.123,-0.7194,-0.6424,-0.4548,-0.05,-0.15,-0.7515,-0.6295,-0.3967,0.1129,99.695,0.2839,0.3408,-0.1054,-0.717,-0.5755,-0.2203,0.5025,0.3975,0.079,0.4704
2020-09-09,0.052,0.7398,-0.0952,-0.6294,0.2754,0.0179,0.0431,0.8257,-0.0408,-0.61158,0.3727,0.0736,0.4498,0.8157,0.3793,-0.16749,1.642,0.3899,1.4661,1.45,0.5962,0.908,1.5032,0.347,-0.11988,1.4012,1.45,0.4675,0.1484,0.2476,-0.0702,-0.7059,-0.6428,-0.4522,-0.0701,-0.1033,-0.7334,-0.6236,-0.3881,0.0985,99.706,0.2984,0.353,-0.0589,-0.6906,-0.5482,-0.2071,0.4827,0.379,0.027,0.4884
2020-09-10,0.0316,0.7015,-0.1098,-0.62331,0.2708,0.0425,0.0608,0.8096,-0.0628,-0.59066,0.3654,0.0399,0.4402,0.7925,0.3777,-0.15815,1.6186,0.4009,1.448,1.4685,0.6074,0.8644,1.4819,0.3648,-0.12784,1.3759,1.4684,0.4624,0.1415,0.2388,-0.0976,-0.6803,-0.612,-0.4496,-0.0843,-0.1304,-0.7073,-0.5971,-0.3816,0.0827,99.708,0.2838,0.3357,-0.0834,-0.6597,-0.5175,-0.1998,0.464,0.3825,0.062,0.4699
2020-09-11,0.0113,0.7171,-0.1299,-0.63768,0.2664,0.0575,0.0445,0.8017,-0.0847,-0.62809,0.3466,0.0169,0.3838,0.7923,0.3132,-0.20728,1.5989,0.3324,1.4291,1.4447,0.5561,0.9053,1.4639,0.2869,-0.16909,1.3534,1.4446,0.4199,0.1309,0.2357,-0.1193,-0.7079,-0.6333,-0.4579,-0.1018,-0.1616,-0.74,-0.6197,-0.3924,0.0638,99.71,0.2671,0.3304,-0.1208,-0.7023,-0.5524,-0.2235,0.4392,0.379,0.024,0.453
2020-09-14,0.027,0.7128,-0.1163,-0.64275,0.2535,0.0517,0.0327,0.8059,-0.0729,-0.6282,0.3299,0.0267,0.3795,0.7878,0.3104,-0.20858,1.5996,0.3145,1.4047,1.4314,0.5473,0.9014,1.4563,0.2684,-0.16708,1.3332,1.4314,0.4014,0.1392,0.2374,-0.091,-0.7128,-0.6303,-0.4618,-0.1093,-0.1351,-0.7411,-0.623,-0.409,0.0522,99.732,0.2799,0.3337,-0.0954,-0.7012,-0.5536,-0.2415,0.4208,0.3532,0.006,0.462
2020-09-15,0.0305,0.7174,-0.0956,-0.64224,0.2326,0.0604,0.031,0.8005,-0.053,-0.62935,0.3043,0.0407,0.3837,0.7871,0.3148,-0.21948,1.6354,0.3226,1.396,1.4524,0.5515,0.9427,1.4912,0.2782,-0.1773,1.3247,1.4524,0.415,0.1413,0.2376,-0.0577,-0.7031,-0.6299,-0.4618,-0.1264,-0.1042,-0.7309,-0.6238,-0.4095,0.0354,99.732,0.2869,0.3344,-0.0637,-0.6953,-0.5554,-0.2481,0.4051,0.34,0.013,0.4676
2020-09-16,0.0442,0.7189,-0.0967,-0.62798,0.2146,0.0629,0.0354,0.803,-0.0523,-0.62828,0.3139,0.0425,0.375,0.8212,0.3078,-0.23072,1.6717,0.3147,1.4336,1.4631,0.5395,0.9531,1.5555,0.2708,-0.18271,1.3493,1.4631,0.4092,0.1391,0.237,-0.0562,-0.7032,-0.6334,-0.4817,-0.1446,-0.1017,-0.7286,-0.6292,-0.4241,0.0132,99.735,0.2979,0.3399,-0.0626,-0.6923,-0.5621,-0.2575,0.3696,0.3345,0.006,0.4808
2020-09-17,0.0456,0.7274,-0.158,-0.63094,0.252,0.05,0.022,0.8221,-0.1111,-0.65174,0.3207,-0.0065,0.3592,0.7992,0.286,-0.24131,1.6329,0.3145,1.4427,1.4663,0.526,0.9468,1.506,0.2737,-0.20188,1.3525,1.4663,0.3772,0.1361,0.2406,-0.1058,-0.7118,-0.6473,-0.4924,-0.1617,-0.1531,-0.7409,-0.6483,-0.4367,-0.0056,99.74,0.2942,0.3447,-0.113,-0.7036,-0.5774,-0.2669,0.3569,0.3343,-0.013,0.4755
2020-09-18,0.0435,0.7245,-0.1558,-0.63074,0.2676,0.0619,0.016,0.8194,-0.1098,-0.64097,0.3475,-0.0167,0.3753,0.8238,0.2996,-0.22768,1.6439,0.3149,1.4503,1.4691,0.5455,0.9621,1.5163,0.2708,-0.18995,1.3567,1.4691,0.4091,0.1395,0.2335,-0.1104,-0.7091,-0.6468,-0.4965,-0.1473,-0.1555,-0.7385,-0.6488,-0.4296,0.0086,99.71,0.2983,0.3461,-0.1176,-0.7016,-0.5776,-0.2543,0.3683,0.3642,-0.022,0.4797
2020-09-21,0.0333,0.7102,-0.155,-0.66579,0.2471,0.0325,0.0037,0.8018,-0.1114,-0.64782,0.3312,-0.0182,0.3365,0.7811,0.2661,-0.25125,1.6146,0.2992,1.4063,1.432,0.5102,0.9156,1.4928,0.257,-0.23255,1.3011,1.432,0.3656,0.1372,0.2328,-0.1208,-0.7378,-0.6645,-0.5045,-0.17,-0.1657,-0.7692,-0.6701,-0.447,-0.0185,99.715,0.284,0.3303,-0.1284,-0.74,-0.6073,-0.2839,0.3334,0.358,-0.04,0.4584
2020-09-22,0.0283,0.702,-0.1184,-0.65401,0.2662,0.0403,0.0145,0.8125,-0.077,-0.64113,0.3334,0.0191,0.368,0.7905,0.2991,-0.23423,1.6179,0.3061,1.4406,1.4371,0.5237,0.9387,1.4809,0.2582,-0.2045,1.3547,1.4371,0.3844,0.1344,0.2328,-0.0481,-0.7266,-0.6544,-0.5001,-0.2005,-0.1013,-0.755,-0.6608,-0.445,-0.0602,99.735,0.282,0.3363,-0.0703,-0.7234,-0.5934,-0.2871,0.2835,0.339,-0.052,0.4591
2020-09-23,0.038,0.7141,-0.0999,-0.65009,0.245,0.0177,0.0207,0.7996,-0.0592,-0.6343,0.3202,0.0408,0.3856,0.7956,0.3129,-0.21818,1.6222,0.3511,1.3995,1.4001,0.5246,0.9342,1.491,0.3103,-0.20316,1.3126,1.4001,0.3719,0.1388,0.2344,-0.0456,-0.7195,-0.6557,-0.4976,-0.2077,-0.0962,-0.7495,-0.6612,-0.4392,-0.0699,99.77,0.2856,0.3326,-0.0643,-0.7204,-0.5936,-0.2844,0.2693,0.3055,-0.053,0.4625
2020-09-24,0.0373,0.7087,-0.1039,-0.63827,0.2534,0.0033,0.029,0.7965,-0.064,-0.62358,0.292,0.0217,0.3726,0.7837,0.301,-0.23054,1.6153,0.3458,1.3863,1.4002,0.5101,0.9502,1.4831,0.2996,-0.21644,1.2982,1.4002,0.3797,0.1343,0.2246,-0.0455,-0.7127,-0.6505,-0.4863,-0.1861,-0.0947,-0.7397,-0.6504,-0.4133,-0.0435,99.785,0.2827,0.3336,-0.0639,-0.7132,-0.5788,-0.2541,0.3056,0.2905,-0.052,0.4576
2020-09-25,0.0344,0.6951,-0.1113,-0.64084,0.2161,0.0315,0.0206,0.7996,-0.0752,-0.63314,0.2835,0.0057,0.3382,0.7835,0.2668,-0.25089,1.6275,0.3051,1.3823,1.4128,0.4906,0.9246,1.4987,0.2609,-0.25165,1.3074,1.4128,0.3345,0.1304,0.2302,-0.0674,-0.7194,-0.6546,-0.4882,-0.1782,-0.1179,-0.7521,-0.6603,-0.4144,-0.0377,99.785,0.2748,0.3231,-0.09,-0.7301,-0.5943,-0.2557,0.3036,0.2917,-0.042,0.451
2020-09-28,0.036,0.7079,-0.1156,-0.64806,0.2399,0.0131,0.0224,0.8193,-0.0729,-0.63147,0.293,0.0201,0.3587,0.7852,0.2866,-0.24174,1.6739,0.3205,1.3552,1.3836,0.5026,0.9642,1.5493,0.2753,-0.23816,1.2734,1.3836,0.3502,0.1251,0.2271,-0.0577,-0.7173,-0.6513,-0.4878,-0.1852,-0.1036,-0.7514,-0.6588,-0.4155,-0.0445,99.8,0.268,0.3255,-0.0765,-0.7283,-0.5941,-0.2579,0.2973,0.2763,-0.034,0.4462
2020-09-29,0.0398,0.7167,-0.1012,-0.65012,0.2389,0.0352,0.0148,0.8079,-0.0706,-0.63595,0.3063,0.0007,0.3232,0.7891,0.2532,-0.25673,1.6544,0.2954,1.3558,1.4159,0.4903,0.9598,1.5343,0.2495,-0.2583,1.2665,1.4159,0.3383,0.125,0.2203,-0.0534,-0.7198,-0.6712,-0.4944,-0.1926,-0.102,-0.7562,-0.672,-0.4274,-0.0512,99.795,0.2648,0.3174,-0.0797,-0.7391,-0.6036,-0.2768,0.277,0.2815,-0.028,0.4443
2020-09-30,0.0437,0.7306,-0.0834,-0.63691,0.2361,0.0603,0.0345,0.8238,-0.0455,-0.62352,0.3039,0.0429,0.3903,0.8282,0.318,-0.23274,1.681,0.3439,1.3938,1.4588,0.5344,1.0083,1.5592,0.2954,-0.21932,1.3163,1.4588,0.4175,0.1296,0.2254,-0.0238,-0.7138,-0.648,-0.4916,-0.1861,-0.0726,-0.7464,-0.6472,-0.4157,-0.0382,99.79,0.2872,0.3308,-0.0503,-0.7219,-0.5865,-0.2537,0.2903,0.286,0.018,0.4701
2020-10-01,0.0482,0.7173,-0.0878,-0.6453,0.2379,0.0725,0.037,0.8162,-0.0492,-0.63033,0.3127,0.052,0.411,0.8136,0.3327,-0.22814,1.6674,0.3777,1.3887,1.4857,0.5105,0.9906,1.5483,0.3381,-0.20789,1.297,1.4857,0.3779,0.1313,0.2222,-0.0504,-0.7197,-0.659,-0.4945,-0.2225,-0.0931,-0.7534,-0.6637,-0.4215,-0.0681,99.77,0.2823,0.3257,-0.0585,-0.7335,-0.6034,-0.2678,0.2449,0.379,0.033,0.4658
2020-10-02,0.0495,0.7129,-0.0847,-0.65141,0.2213,0.0505,0.049,0.8138,-0.0394,-0.63813,0.3036,0.0563,0.4226,0.8467,0.3423,-0.23562,1.6851,0.395,1.412,1.4564,0.5137,1.0063,1.5639,0.3455,-0.20762,1.3358,1.4564,0.3579,0.1356,0.2186,-0.043,-0.7271,-0.6644,-0.5017,-0.247,-0.0867,-0.7612,-0.6669,-0.4308,-0.0974,99.79,0.2975,0.3296,-0.0529,-0.7377,-0.6042,-0.2771,0.2117,0.3512,0.02,0.4861
2020-10-05,0.0898,0.7466,-0.0651,-0.63931,0.2522,0.0775,0.0779,0.8452,-0.0162,-0.62115,0.3283,0.0845,0.4617,0.956,0.3892,-0.21013,1.7691,0.4455,1.4538,1.4934,0.5251,1.1022,1.6406,0.3968,-0.18414,1.3656,1.4934,0.3601,0.1525,0.2243,-0.0257,-0.7164,-0.6609,-0.4916,-0.2485,-0.0698,-0.7513,-0.6605,-0.4119,-0.0907,99.78,0.3493,0.3556,-0.0246,-0.7163,-0.5811,-0.2412,0.229,0.3512,0.031,0.5555
2020-10-06,0.0837,0.7292,-0.06,-0.63305,0.203,0.0554,0.071,0.8183,-0.0121,-0.61297,0.2835,0.0869,0.4634,0.8941,0.388,-0.20082,1.7124,0.4516,1.3996,1.4669,0.5675,1.0626,1.5921,0.4011,-0.17514,1.3015,1.4669,0.4212,0.1501,0.2114,-0.0256,-0.7126,-0.6662,-0.5023,-0.2647,-0.0716,-0.7524,-0.6693,-0.4326,-0.1071,99.795,0.3235,0.3238,-0.0247,-0.7136,-0.5893,-0.2694,0.2014,0.3572,0.04,0.5164
2020-10-07,0.0988,0.7475,-0.0461,-0.62516,0.2283,0.0628,0.0754,0.8681,0.0,-0.61057,0.2868,0.0988,0.4811,0.9698,0.4047,-0.18292,1.7863,0.4586,1.418,1.4828,0.5784,1.0999,1.6667,0.4108,-0.15968,1.319,1.4828,0.4429,0.1559,0.2205,-0.0219,-0.7076,-0.6604,-0.5099,-0.2753,-0.0529,-0.7432,-0.6599,-0.4306,-0.1187,99.825,0.3554,0.3585,-0.0122,-0.7032,-0.5744,-0.2636,0.1933,0.3173,0.027,0.561
2020-10-08,0.1028,0.7513,-0.0466,-0.63718,0.2389,0.0039,0.0632,0.8561,-0.0035,-0.61816,0.3032,0.0909,0.4584,0.9703,0.3839,-0.19922,1.8057,0.4401,1.4356,1.4758,0.5452,1.1204,1.6924,0.4006,-0.17684,1.3312,1.4758,0.3915,0.1542,0.2143,-0.0279,-0.7233,-0.6761,-0.5265,-0.2848,-0.0585,-0.7638,-0.6755,-0.4477,-0.1288,99.82,0.3489,0.3527,-0.0196,-0.7304,-0.5984,-0.294,0.1704,0.3238,0.025,0.5548
2020-10-09,0.1091,0.7693,-0.0483,-0.64091,0.2278,0.0119,0.039,0.8627,-0.004,-0.62171,0.3032,0.0865,0.4664,0.9526,0.3916,-0.18954,1.8419,0.4337,1.4121,1.4652,0.5365,1.1148,1.7227,0.3815,-0.16207,1.3008,1.4652,0.388,0.158,0.2103,-0.0209,-0.7295,-0.6883,-0.5449,-0.3024,-0.054,-0.7671,-0.6866,-0.4634,-0.1522,99.82,0.3486,0.3652,-0.0177,-0.7389,-0.6048,-0.3065,0.1388,0.3188,0.016,0.5525
2020-10-12,0.1099,0.7604,-0.0582,-0.64484,0.2241,0.0275,0.0427,0.8607,-0.0121,-0.62714,0.2949,0.083,0.4549,0.9572,0.3792,-0.2074,1.8441,0.4371,1.4133,1.4651,0.5332,1.1047,1.7282,0.3911,-0.17197,1.3107,1.4651,0.3935,0.1584,0.2111,-0.0303,-0.741,-0.6984,-0.545,-0.3227,-0.0635,-0.7802,-0.6946,-0.4725,-0.1795,99.82,0.3505,0.3665,-0.0251,-0.7517,-0.615,-0.3261,0.1043,0.3177,0.034,0.5534
2020-10-13,0.0866,0.7368,-0.073,-0.66026,0.212,0.0478,0.0175,0.8425,-0.0312,-0.64189,0.2881,0.0588,0.4077,0.8949,0.3304,-0.23282,1.7895,0.385,1.4004,1.476,0.5406,1.0526,1.6638,0.3396,-0.19339,1.2902,1.476,0.4137,0.1422,0.1981,-0.0474,-0.7475,-0.7049,-0.5498,-0.3149,-0.0809,-0.7866,-0.6999,-0.4782,-0.1787,99.82,0.3159,0.3435,-0.0421,-0.7613,-0.6261,-0.3265,0.0962,0.3155,0.055,0.5089
2020-10-14,0.0669,0.751,-0.0643,-0.66574,0.2095,0.0373,0.0006,0.8479,-0.0277,-0.65141,0.2775,0.049,0.3856,0.8909,0.3128,-0.25386,1.7617,0.3492,1.3964,1.4786,0.5258,1.045,1.6433,0.2933,-0.22306,1.285,1.4786,0.3964,0.142,0.1934,-0.0509,-0.7586,-0.7152,-0.5511,-0.3219,-0.0853,-0.7991,-0.7105,-0.4855,-0.18,99.815,0.316,0.3415,-0.0499,-0.7775,-0.6413,-0.3367,0.09,0.3167,0.056,0.5101
2020-10-15,0.0905,0.7463,-0.0859,-0.67586,0.1779,0.015,-0.0109,0.836,-0.0495,-0.66111,0.2486,0.0233,0.3235,0.8948,0.258,-0.28958,1.7188,0.3072,1.3306,1.4229,0.4734,1.0575,1.5912,0.2552,-0.26051,1.2185,1.4229,0.3378,0.1423,0.1902,-0.0576,-0.783,-0.7212,-0.5393,-0.2797,-0.095,-0.8272,-0.716,-0.4799,-0.1409,99.825,0.3259,0.3335,-0.0681,-0.8031,-0.658,-0.3275,0.1355,0.2915,0.044,0.5211
2020-10-16,0.0975,0.7454,-0.0785,-0.68555,0.1746,0.0175,-0.0106,0.8382,-0.0479,-0.66666,0.2386,0.0229,0.3405,0.905,0.269,-0.29804,1.7424,0.3119,1.3108,1.4507,0.4763,1.0553,1.6183,0.2628,-0.26897,1.1872,1.4507,0.3456,0.1462,0.1839,-0.061,-0.7899,-0.7284,-0.5497,-0.3304,-0.0964,-0.8311,-0.7279,-0.4946,-0.1965,99.84,0.3329,0.3358,-0.0687,-0.8136,-0.6648,-0.3521,0.0873,0.2743,0.027,0.5306
2020-10-19,0.0989,0.7585,-0.0875,-0.6852,0.1969,0.0275,-0.0012,0.8466,-0.0581,-0.67439,0.2714,0.0191,0.3222,0.9387,0.2523,-0.28782,1.7422,0.296,1.3684,1.4585,0.4969,1.0952,1.6138,0.2477,-0.26062,1.2469,1.4585,0.3592,0.1512,0.1917,-0.0788,-0.8004,-0.7339,-0.5438,-0.2863,-0.1104,-0.8418,-0.7345,-0.4784,-0.1448,99.83,0.3487,0.3476,-0.0803,-0.8242,-0.6653,-0.324,0.1501,0.2845,0.027,0.5547
2020-10-20,0.1072,0.7464,-0.0899,-0.66255,0.1922,0.0228,0.0067,0.865,-0.0517,-0.63887,0.2675,0.0298,0.3568,0.9704,0.2866,-0.24617,1.8033,0.3341,1.3869,1.4944,0.5181,1.1328,1.6698,0.2873,-0.23169,1.2668,1.4944,0.3921,0.1478,0.1928,-0.0714,-0.7952,-0.7286,-0.5413,-0.2956,-0.1041,-0.8324,-0.7306,-0.4736,-0.1547,99.835,0.3489,0.3545,-0.0741,-0.8123,-0.66,-0.311,0.1532,0.282,0.019,0.5622
2020-10-21,0.1071,0.7498,-0.054,-0.65899,0.1759,0.0188,0.0216,0.8562,-0.0119,-0.63637,0.2677,0.0759,0.4331,1.0267,0.3601,-0.22651,1.8011,0.3938,1.4352,1.5237,0.5366,1.1905,1.6627,0.3402,-0.21429,1.3081,1.5237,0.3955,0.1515,0.1948,-0.0532,-0.7895,-0.7232,-0.5374,-0.2749,-0.0795,-0.8245,-0.7223,-0.4636,-0.1213,99.83,0.3712,0.3633,-0.0405,-0.7991,-0.6495,-0.2938,0.1952,0.2927,0.053,0.5961
2020-10-22,0.1233,0.7706,-0.039,-0.65142,0.1651,0.054,0.0335,0.8793,0.0085,-0.62675,0.2782,0.1125,0.4798,1.0819,0.4013,-0.20578,1.833,0.4502,1.473,1.5852,0.5609,1.2374,1.6998,0.4074,-0.17512,1.3426,1.5852,0.4214,0.1583,0.2037,-0.0291,-0.7808,-0.7163,-0.5289,-0.2762,-0.0554,-0.8127,-0.7106,-0.4557,-0.1231,99.835,0.3906,0.3901,-0.0106,-0.7832,-0.6272,-0.2828,0.2095,0.2893,0.042,0.6219
2020-10-23,0.1251,0.7618,-0.0328,-0.64309,0.1814,0.0431,0.0525,0.8555,0.0121,-0.62293,0.2826,0.1004,0.4765,1.0561,0.402,-0.21098,1.8221,0.4466,1.462,1.5859,0.5565,1.1954,1.6933,0.3993,-0.17913,1.3405,1.5859,0.4024,0.1612,0.2014,-0.0335,-0.7727,-0.7166,-0.5333,-0.3044,-0.0616,-0.8076,-0.7134,-0.467,-0.1592,99.83,0.3916,0.3781,-0.0134,-0.7811,-0.6331,-0.3045,0.1684,0.2985,0.055,0.618
2020-10-26,0.1113,0.7535,-0.0456,-0.64794,0.1849,0.0224,0.0595,0.8457,-0.0001,-0.62892,0.2554,0.0996,0.4837,0.9937,0.4081,-0.21699,1.7843,0.4507,1.4235,1.5538,0.576,1.1451,1.6482,0.4039,-0.19213,1.3161,1.5538,0.4499,0.1554,0.2123,-0.0449,-0.7727,-0.7105,-0.5405,-0.3262,-0.073,-0.8042,-0.7062,-0.4735,-0.1789,99.835,0.367,0.3742,-0.0018,-0.7813,-0.6295,-0.3087,0.1522,0.2863,,0.5832
2020-10-27,0.0824,0.7233,-0.069,-0.67555,0.1746,0.0255,0.0385,0.8217,-0.0287,-0.65399,0.2512,0.0624,0.4179,0.9425,0.342,-0.24738,1.7557,0.3854,1.4132,1.5677,0.534,1.0917,1.6157,0.3401,-0.23131,1.3104,1.5677,0.3834,0.1506,0.2109,-0.0532,-0.7928,-0.7296,-0.5525,-0.3422,-0.0812,-0.8262,-0.7288,-0.4915,-0.2031,99.84,0.3452,0.3609,-0.0365,-0.8116,-0.6589,-0.3373,0.1276,0.2803,0.028,0.5551
2020-10-28,0.0934,0.7271,-0.0809,-0.67392,0.1827,0.0046,0.0384,0.8242,-0.0436,-0.65353,0.2604,0.0387,0.3914,0.9496,0.3135,-0.25075,1.7447,0.3494,1.4282,1.5217,0.4979,1.0885,1.6021,0.3047,-0.26203,1.3228,1.5217,0.3502,0.1504,0.2239,-0.0669,-0.8054,-0.7294,-0.5509,-0.2842,-0.0954,-0.8396,-0.7286,-0.4825,-0.1398,99.835,0.3467,0.3614,-0.0566,-0.8234,-0.6524,-0.3196,0.1959,0.28,0.013,0.5613
2020-10-29,0.1109,0.7445,-0.0715,-0.66938,0.1706,0.0227,0.024,0.8506,-0.0336,-0.6486,0.2631,0.058,0.4202,1.0163,0.3431,-0.22625,1.7794,0.3664,1.4605,1.601,0.494,1.1311,1.6401,0.3175,-0.23654,1.3589,1.601,0.3519,0.1533,0.2328,-0.0615,-0.8249,-0.7571,-0.5626,-0.336,-0.09,-0.858,-0.7546,-0.514,-0.2031,99.835,0.3778,0.3823,-0.0515,-0.8407,-0.677,-0.359,0.1192,0.2823,0.016,0.6061
2020-10-30,0.125,0.7633,-0.0465,-0.66642,0.1687,0.0225,0.014,0.8799,-0.0038,-0.64964,0.271,0.0858,0.4572,1.0959,0.3777,-0.22666,1.8189,0.4152,1.4912,1.6318,0.5199,1.1982,1.6875,0.3715,-0.23386,1.3984,1.6318,0.395,0.1574,0.2428,-0.0345,-0.8127,-0.7354,-0.5693,-0.3076,-0.0623,-0.8457,-0.743,-0.5166,-0.1798,99.835,0.3948,0.3957,-0.0219,-0.8279,-0.6658,-0.3575,0.1407,0.2815,0.023,0.6484
2020-11-02,0.1078,0.7619,-0.0772,-0.66647,0.1708,0.0324,0.005,0.8775,-0.0358,-0.65154,0.2554,0.0539,0.4116,1.0374,0.3362,-0.21181,1.7957,0.4055,1.4584,1.6478,0.522,1.1397,1.664,0.3672,-0.21992,1.3534,1.6478,0.3904,0.1611,0.2425,-0.0762,-0.8228,-0.7517,-0.5829,-0.3247,-0.1023,-0.8573,-0.7533,-0.5298,-0.1984,99.835,0.3862,0.394,-0.0606,-0.8342,-0.6827,-0.3713,0.1194,0.2793,0.04,0.6277
