,Name,Blue,Spread,Flag,End_Spread,End_Exp,Take_Profit,Total_Num,Win_Ratio,Avg_Time,Max_Drawdown,Cum_PNL,Average_PNL,Max_PNL,Fourier,ttof
0,"Receive SEK 15y15y, Pay: AUD 15y15y","([30.78699999999995, 31.131999999999977, 29.411999999999978, 39.59600000000003, 28.88700000000003, 24.871000000000038, 28.50400000000002, 29.827999999999975, 30.643, 35.982, 32.96900000000002, 36.42599999999999, 30.447000000000003, 32.34700000000001, 31.508999999999986, 35.56099999999995, 50.63299999999998, 42.41500000000002, 35.90899999999999, 38.122000000000014, 35.220999999999975, 34.71100000000001, 44.548, 35.25200000000001, 29.315000000000026, 36.203, 49.828, 49.21999999999997, 49.33000000000001, 60.21700000000001],)","([30.78699999999995, 30.962327868852423, 30.4285173772841, 32.83431432069836, 31.99224905922662, 30.705999343516826, 30.35965587850458, 30.285327071586593, 30.33047626414538, 30.982589685158164, 31.194204618307005, 31.713020583588737, 31.595347692679088, 31.66121419292391, 31.6485756317565, 31.95773284733088, 33.3675169366606, 34.022202781315514, 34.1534693203487, 34.41963295479905, 34.47157148201472, 34.48660017150039, 35.099445719517256, 35.10847905916281, 34.77442896362982, 34.85475937779351, 35.677012178906, 36.404246144548935, 37.08376675320399, 38.275693783951674],)",True,6021.700000000002,38.275693783951674,3827.5700000000015,7,85.71%,7.29,-492.60,4720.70,674.39,2194.1299999999997,EU,EU
